$Data,$aa,$acap,$aexp,$b,$cplx,$docu,$etat,$flex,$kloc,$ltex,$pcap,$pcon,$plex,$pmat,$pr,$prec,$pvol,$rely,$resl,$ruse,$sced,$site,$stor,$team,$time,$tool,<effort,<months,<defects,<risks
2.015,3.842,3.938,2.135,6.3,2.06,4.121,1.144,2.592,220.783,1.009,3.279,1.642,2.865,2.496,3.826,1.247,4.231,2.979,3.724,3.871,3,5.676,3.312,4.413,3.758,2,1152.305,31.291,5957.452,0.268
3.158,2.777,3.05,4.291,8.436,2.139,2.386,3.679,2.381,79.736,3.33,4.218,3.15,2.845,2.971,1.642,1.064,3.179,3.006,1.959,5.802,3,3.095,3.382,3.6,3.292,2,323.373,22.235,4434.377,0
4.461,3.646,4.499,3.495,3.116,1.696,2.7,2.441,4.346,308.475,2.915,4.845,3.443,2.179,2.754,2.566,4.297,4.143,3.37,2.668,5.265,3,4.094,3.75,3.2,3.86,2,673.501,25.778,7989.6,1.072
3.883,1.303,3.43,4.804,7.913,1.516,1.444,1.031,1.286,130.15,3.509,3.785,4.115,3.457,2.261,4.331,2.169,4.674,3.19,4.482,4.48,3,3.917,3.165,2.539,3.654,2,421.398,23.567,3956.184,0
4.749,3.695,4.239,4.76,3.758,1.647,1.865,4.294,3.449,285.813,2.267,3.819,2.865,2.334,2.642,1.705,4.204,2.195,2.913,2.623,3.628,3,2.331,3.127,3.884,3.66,2,630.939,25.386,5191.329,1.072
2.929,3.85,4.403,2.559,6.738,2.924,1.755,3.13,4.314,249.743,3.808,3.867,3.173,3.941,2.379,5.084,4.416,4.234,2.741,4.338,2.207,3,3.993,3.449,1.061,3.528,2,445.037,23.056,3332.718,1.072
3.244,1.906,3.173,2.916,3.087,1.811,3.086,4.459,4.382,341.723,3.993,4.671,3.242,1.165,2.505,4.576,3.022,3.182,2.703,2.307,4.969,3,1.188,3.637,1.4,3.038,2,2111.234,38.688,21971.842,2.145
2.957,3.397,4.903,2.862,6.002,3.673,4.014,1.641,1.799,97.515,3.847,3.304,1.415,1.852,2.674,5.306,3.621,2.601,3.938,4.643,2.058,3,5.015,3.966,1.217,3.883,2,372.729,22.631,1504.621,0.536
4.98,1.036,4.515,4.728,3.08,2.263,1.237,2.522,4.72,356.806,2.994,4.023,3.3,3.905,2.541,2.775,3.009,3.719,1.946,4.194,2.545,3,2.303,3.723,1.723,3.583,2,494.255,24.205,13741.12,2.413
2.803,2.375,3.992,4.865,5.937,1.776,4.116,4.4,3.435,42.918,2.541,3.794,4.346,2.823,2.495,1.312,4.884,2.223,3.242,3.911,4.983,3,2.991,3.476,2.117,3.937,2,131.143,15.824,382.594,0
4.286,5.862,4.735,3.917,4.184,2.137,3.148,4.564,2.353,357.318,1.124,3.145,1.726,1.612,2.375,4.941,2.47,2.093,2.891,3.875,5.307,3,4.274,3.394,4.684,3.215,2,1103.548,30.379,4389.948,0.804
2.068,3.308,4.054,2.87,5.91,1.059,3.333,4.045,3.295,178.56,1.419,4.486,1.843,1.89,2.116,4.168,2.513,4.939,3.975,2.655,2.01,3,2.137,3.306,4.287,3.015,2,891.039,28.856,3773.046,1.072
2.415,2.386,3.582,2.006,5.321,3.696,3.304,3.28,2.338,317.903,3.653,4.3,4.676,3.125,2.792,2.395,4.237,4.311,3.995,2.692,5.358,3,1.003,3.968,2.038,3.699,2,2153.815,37.735,15135.586,0.268
3.927,2.567,4.319,4.442,7.043,2.393,2.104,4.595,3.196,379.868,3.261,3.022,1.442,3.656,2.001,4.64,4.104,3.431,2.726,1.321,5.453,3,2.578,3.284,2.712,3.43,2,1841.553,36.653,15999.031,0.536
3.517,5.785,3.452,2.489,5.105,1.835,3.073,3.05,2.854,68.699,2.182,3.994,4.726,2.259,2.336,3,3.379,3.754,1.11,2.797,5.12,3,1.646,3.7,3.384,3.452,2,431.139,23.387,2384.471,1.072
3.033,2.483,4.138,4.433,5.916,1.769,3.551,5.72,4.792,351.963,3.316,4.963,1.343,3.504,2.142,1.955,3.297,2.642,1.124,4.449,4.501,3,4.26,3.109,2.709,3.22,2,405.188,22.384,3585.003,3.217
3.222,3.838,4.146,2.284,5.713,2.696,3.168,3.736,1.859,209.635,1.37,4.315,4.121,3.53,2.246,1.508,1.448,3.555,2.311,3.567,5.262,3,2.224,3.15,3.241,3.603,2,1126.902,31.486,9772.203,1.072
4.989,5.232,4.44,4.475,7.082,3.3,1.37,3.8,2.006,190.085,1.181,4.776,2.879,2.503,2.963,5.837,3.602,2.631,2.797,2.215,2.496,3,3.684,3.503,3.235,3.312,2,411.768,23.1,3121.629,1.072
4.873,1.918,4.861,2.728,4.852,3.183,3.407,5.784,2.433,207.414,2.389,3.623,4.012,2.795,2.194,3.134,2.883,3.036,2.777,3.973,4.149,3,3.413,3.849,3.424,3.149,2,992.624,29.737,3527.611,0.536
2.566,2.785,3.369,3.665,3.718,3.192,3.646,1.564,2.081,247.92,1.469,4.66,2.736,1.24,2.345,2.805,1.485,3.813,2.032,3.371,3.814,3,3.062,3.195,1.154,3.698,2,2059.727,39.927,31673.94,0.536
4.629,5.739,3.147,2.86,5.543,3.027,1.371,3.02,2.291,360.923,1.835,3.722,4.766,3.88,2.202,5.001,4.246,2.16,3.644,2.243,2.963,3,3.887,3.777,3.248,3.765,2,964.06,30.038,4330.216,0.268
3.633,1.521,4.158,3.675,7.368,3.787,2.973,3.852,2.122,341.72,1.693,4.468,4.648,3.571,2.346,4.488,3.517,4.982,1.39,2.792,5.827,3,1.713,3.756,1.879,3.894,2,1693.668,36.426,22373.257,2.681
4.51,2.643,3.743,3.243,9.8,2.4,4.744,1.927,4.557,35.872,3.956,3.63,3.285,3.483,2.71,4.777,3.526,3.211,1.384,2.322,5.991,3,1.609,3.55,2.702,3.168,2,163.634,17.197,1628.035,1.34
2.94,1.636,4.025,2.054,5.549,2.309,1.644,5.231,4.562,294.443,3.978,4.384,1.309,3.767,2.657,4.186,4.815,2.612,1.902,4.141,4.265,3,1.348,3.302,3.813,3.837,2,518.225,23.381,4705.535,2.145
4.076,5.099,4.181,3.953,7.07,2.741,3.687,4.078,3.517,203.846,2.187,3.645,4.439,3.643,2.981,1.441,1.245,2.198,3.506,1.329,5.063,3,1.853,3.39,2.545,3.849,2,1281.42,33.384,6515.784,0.268
3.717,3.114,3.275,3.313,6.259,2.307,4.33,4.753,1.513,128.346,3.992,3.696,4.831,1.837,2.196,2.425,2.385,3.056,3.152,2.827,2.661,3,1.976,3.121,1.305,3.077,2,760.523,29.898,2942.926,0.536
4.182,5.89,3.701,2.739,4.383,3.797,1.741,4.234,4.73,214.675,1.94,4.796,1.567,2.43,2.356,5.568,1.161,3.128,2.843,2.14,3.297,3,1.28,3.156,2.514,3.787,2,1318.241,32.762,20794.424,0.804
4.708,5.044,3.526,3.87,5.955,3.687,3.218,3.238,2.925,297.789,2.95,4.241,4.205,2.625,2.044,3.873,1.246,2.812,3.896,3.717,2.303,3,5.54,3.736,1.681,3.462,2,1012.7,31.008,4350.538,0
2.929,2.312,4.178,2.498,8.506,3.475,2.977,2.01,1.123,89.761,1.128,3.455,4.613,3.981,2.27,3.946,4.146,2.822,3.33,3.793,2.136,3,5.726,3.857,1.738,3.062,2,146.301,17.063,1086.128,0.804
3.754,2.563,3.645,2.746,8.769,1.337,1.545,4.405,4.761,60.665,3.225,3.675,4.828,1.382,2.207,2.052,3.778,3.058,2.245,2.9,3.353,3,3.961,3.512,4.124,3.528,2,128.978,15.757,1135.266,0
3.936,2.032,3.15,4.855,9.689,2.454,4.555,3.106,4.452,195.476,1.157,4.36,3.711,2.659,2.623,3.719,1.137,2.42,2.575,2.624,2.272,3,2.809,3.686,3.925,3.819,2,534.445,25.382,4536.635,0.536
3.13,5.596,4.49,3.232,3.791,1.432,2.363,3.288,4.591,324.529,2.703,3.433,3.098,2.331,2.728,1.705,2.928,2.476,2.387,2.928,5.917,3,5.346,3.739,2.517,3.062,2,767.915,27.192,7161.494,1.072
2.878,5.522,4.639,4.044,5.572,1.363,2.687,1.543,1.077,151.794,3.917,3.509,1.787,3.689,2.377,1.226,2.294,4.92,2.295,2.246,4.223,3,5.398,3.664,2.135,3.029,2,335.405,22.37,4535.754,1.072
2.468,2.406,3.399,3.445,6.317,1.603,3.839,4.334,1.73,148.286,2.204,3.29,3.405,1.244,2.874,2.577,2.859,2.121,3.546,2.137,4.821,3,5.954,3.999,4.144,3.771,2,717.273,27.636,2094.017,0
2.3,2.63,3.951,2.61,4.054,3.846,3.43,5.105,3.574,148.834,2.101,3.762,2.464,2.031,2.554,2.966,3.711,4.365,3.109,3.286,5.321,3,1.078,3.587,3.027,3.484,2,1311.126,32.391,8773.696,0
3.389,1.955,4.57,4.065,6.122,3.834,4.597,5.599,1.452,266.563,3.395,4.992,1.783,3.622,2.925,1.348,2.656,4.596,3.163,4.642,5.58,3,4.54,3.182,3.747,3.102,2,773.838,28.08,4705.118,0
3.178,5.727,4.325,2.465,4.52,2.712,3.83,2.961,2.964,159.077,2.327,3.935,1.877,1.101,2.196,3.827,4.904,2.625,1.237,4.78,2.745,3,3.586,3.112,2.97,3.449,2,692.464,25.698,1930.196,1.609
4.843,1.128,3.778,4.015,3.494,1.333,3.724,3.077,3.892,98.496,3.597,3.642,1.158,3.535,2.131,3.506,4.347,4.597,2.664,1.13,5.717,3,2.598,3.172,3.221,3.14,2,479.976,24.118,5027.108,0
2.61,4.04,4.025,2.417,5.326,1.776,1.571,3.08,3.553,94.838,1.269,3.955,1.541,1.183,2.575,5.348,1.978,3.073,1.026,2.365,4.23,3,5.574,3.003,1.892,3.903,2,278.708,21.143,6845.078,2.949
3.439,4.611,4.748,4.11,8.444,3.136,1.007,1.187,2.581,301.415,1.156,3.955,2.852,1.608,2.27,1.399,2.223,3.114,3.765,1.908,5.019,3,2.171,3.805,3.883,3.561,2,1295.428,32.921,33203.328,0.268
3.601,4.535,3.422,3.874,9.495,2.286,4.15,5.845,1.082,138.018,2.089,4.877,1.895,3.945,2.111,4.242,1.135,2.724,3.17,1.363,5.18,3,2.325,3.348,4.911,3.491,2,549.352,26.295,2347.142,0
3.517,1.476,4.924,3.885,9.836,2.49,1.934,2.299,1.562,337.217,3.052,4.814,3.175,3.216,2.332,2.121,4.293,2.941,1.947,4.501,4.83,3,1.878,3.379,3.01,3.38,2,386.69,22.296,8926.233,2.145
2.79,1.358,4.532,2.615,6.373,2.213,3.105,1.776,1.187,25.131,2.89,4.421,2.639,3.69,2.331,1.951,4.399,3.432,2.136,4.88,3.273,3,4.892,3.551,2.628,3.288,2,63.736,12.834,423.522,1.072
3.149,3.219,3.009,4.385,6.761,3.365,4.889,1.214,3,360.084,3.377,3.501,2.736,2.983,2.32,3.249,1.421,3.095,3.263,5,3.798,3,3.012,3.894,3.273,3.797,2,1782.746,35.634,9290.684,0
3.713,2.877,3.555,4.444,7.378,2.045,2.449,4.754,1.93,354.486,1.086,3.467,2.819,2.333,2.196,2.642,3.67,2.022,1.076,2.328,3.182,3,5.552,3.089,3.817,3.55,2,657.988,26.703,5572.942,1.34
2.377,1.607,3.72,3.261,7.88,1.176,3.017,3.636,3.253,363.009,3.278,4.711,3.251,2.647,2.767,2.619,3.199,2.108,3.126,4.95,2.659,3,1.797,3.611,4.373,3.619,2,519.43,23.579,2945.739,0.536
3.038,1.337,4.621,4.326,9.194,2.222,3.658,3.885,1.322,268.754,2.01,3.737,4.952,1.027,2.362,1.514,4.133,2.811,3.921,4.978,3.121,3,1.655,3.734,4.519,3.772,2,841.293,28.045,1805.521,0
2.665,1.328,3.357,3.408,8.439,1.089,3.519,3.722,4.753,191.841,1.135,4.486,4.032,1.884,2.763,3.037,2.444,3.566,2.956,4.003,3.781,3,5.265,3.027,4.791,3.766,2,339.751,20.795,1871.397,1.072
2.666,2.25,4.887,3.709,8.556,1.578,4.535,4.355,4.435,253.785,2.416,3.283,2.35,2.79,2.146,1.35,1.579,4.492,1.952,2.293,4.862,3,2.732,3.71,4.134,4,2,1305.783,32.98,10380.167,2.145
3.814,1.87,3.528,2.201,5.524,3.307,1.471,2.705,3.425,91.882,3.932,4.239,3.111,1.953,2.49,1.723,2.284,4.831,3.1,1.873,2.698,3,4.215,3.57,2.25,3.752,2,428.744,24.031,10571.243,0
3.194,3.544,3.07,4.846,4.371,3.275,2.962,4.333,4.434,107.98,1.39,3.654,2.46,2.996,2.902,3.583,1.146,3.217,3.446,1.297,5.708,3,2.503,3.524,1.805,3.286,2,616.737,26.335,10233.025,0.536
3.763,2.007,3.273,3.757,5.093,3.535,2.838,2.166,4.228,59.59,1.418,4.688,1.099,3.554,2.291,4.77,3.153,2.551,1.191,1.449,5.904,3,4.986,3.508,1.118,3.963,2,298.78,21.473,7093.829,1.609
3.849,5.057,3.048,2.768,4.109,3.284,4.138,1.924,1.013,75.34,2.966,4.142,2.376,2.9,2.471,2.853,4.558,3.523,2.294,3.881,4.072,3,4.337,3.772,4.82,3.827,2,324.921,21.206,1088.339,0.536
2.86,4.9,3.224,3.294,7.116,2.552,3.53,3.911,2.829,211.071,3.586,3.582,1.708,3.929,2.021,2.976,1.374,4.073,3.977,2.577,3.437,3,2.391,3.065,3.749,3.687,2,1117.735,31.598,6846.614,0
4.956,2.37,3.484,4.601,6.023,3.066,4.059,3.572,4.161,183.359,1.173,4.861,4.045,2.305,2.379,2.003,1.479,3.512,3.533,1.991,4.357,3,2.586,3.523,3.839,3.948,2,1181.652,31.947,8443.353,0
3.097,4.485,4.576,2.859,8.394,1.238,2.427,4.589,2.937,298.082,3.556,4.851,1.993,3.797,2.356,5.932,1.452,2.491,1.117,2.092,4.028,3,5.945,3.947,1.383,3.305,2,328.382,22.372,4526.829,3.753
2.72,3.495,3.543,3.797,8.674,2.252,2.157,5.617,2.256,218.958,3.245,4.798,1.403,3.131,2.14,4.995,3.931,2.746,1.209,4.743,5.145,3,2.187,3.396,4.94,3.659,2,405.411,22.126,2058.826,1.609
2.041,3.788,3.106,3.117,9.731,3.837,2.91,2.003,2.387,315.124,1.147,4.187,3.967,2.816,2.798,3.579,4.389,3.928,3.02,3.541,3.44,3,1.168,3.898,4.996,3.877,2,1134.727,30.038,6168.536,0
3.866,1.66,3.264,4.649,9.498,2.187,4.203,1.877,3.33,200.573,1.446,3.259,3.871,3.548,2.518,3.836,1.411,2.804,2.439,2.268,2.726,3,1.023,3.738,3.737,3.987,2,773.236,28.327,9697.216,0.268
3.72,2.05,3.825,4.495,7.288,2.534,1.754,5.775,1.082,270.665,2.115,4.787,3.396,1.707,2.215,3.343,3.122,2.835,1.854,1.707,2.758,3,2.396,3.187,1.848,3.738,2,694.895,27.942,9654.577,1.877
2.837,5.907,3.199,2.381,9.696,1.944,2.932,4.438,2.441,84.529,3.342,4.806,3.73,3.735,2.469,4.863,3.32,4.522,3.745,3.642,4.832,3,5.675,3.205,5,3.159,2,222.335,18.788,356.488,0.536
3.343,3.316,4.701,3.466,6.295,3.18,4.375,1.361,1.51,128.559,1.554,3.363,2.119,1.706,2.292,4.549,2.965,3.728,2.346,4.4,3.187,3,2.054,3.558,2.964,3.523,2,1081.212,31.139,5401.163,0.804
2.944,3.784,4.497,2.111,4.494,2.677,2.578,5.273,3.24,94.579,3.812,3.294,2.307,1.5,2.384,1.532,2.937,2.618,3.444,1.154,4.419,3,4.746,3.79,1.33,3.42,2,345.919,22.257,4566.945,0.536
3.931,5.597,3.24,3.689,4.435,3.173,1.75,3.362,1.87,46.937,1.403,3.963,4.61,1.068,2.661,5.215,3.948,4.8,1.13,2.988,4.491,3,1.345,3.38,2.451,3.577,2,243.678,19.786,2352.265,1.609
4.716,4.325,3.23,3.843,7.349,1.292,3.499,3.904,1.062,368.735,1.674,4.575,4.748,3.998,2.278,5.554,4.959,2.514,2.866,1.197,4.771,3,5.619,3.606,3.605,3.091,2,617.859,26.509,1483.419,1.072
4.174,1.303,3.27,4.156,3.455,1.85,1.748,2.787,3.501,300.535,2.374,3.352,4.173,1.641,2.278,2.062,4.212,3.092,3.65,4.65,3.363,3,5.725,3.942,4.618,3.847,2,513.495,23.666,3162.765,0
4.94,3.128,4.139,4.682,7.168,3.709,4.868,2.568,3.538,110.246,3.106,4.298,1.899,2.62,2.59,1.929,3.811,4.049,2.449,2.417,5.602,3,1.832,3.759,4.742,3.86,2,874.692,28.075,4135.757,1.072
3.256,1.422,3.555,3.944,5.446,3.63,4.974,5.285,3.232,73.76,2.494,3.249,4.723,2.993,2.475,1.452,4.254,4.439,3.062,2.7,5.638,3,1.094,3.752,2.412,3.64,2,549.722,24.819,2288.066,0.268
4.483,2.488,4.883,2.42,7.53,3.328,4.914,2.21,3.947,232.888,3.445,3.352,4.375,3.544,2.73,3.909,2.708,4.266,2.423,1.938,5.958,3,5.089,3.965,1.067,3.884,2,1007.012,31.128,12366.427,1.072
2.444,2.893,4.048,3.079,8.483,2.99,4.059,1.174,3.973,322.204,2.753,4.226,1.479,2.454,2.234,2.3,1.003,4.097,1.76,4.56,5.952,3,3.46,3.531,3.885,3.652,2,1400.623,32.541,24525.568,2.145
3.012,1.43,4.305,4.796,6.366,1.435,2.459,5.184,2.484,153.337,3.536,4.232,3.784,2.136,2.118,1.037,2.443,4.627,3.814,2.034,2.996,3,1.04,3.193,1.224,3.145,2,678.335,28.106,5484.092,1.609
3.613,4.789,3.2,4.171,3.955,1.439,2.231,4.145,1.136,173.75,3.715,3.414,3.717,3.85,2.777,3.553,4.179,3.902,1.765,3.415,2.533,3,1.053,3.282,3.257,3.587,2,445.798,23.801,2039.419,1.072
4.368,1.402,3.374,3.408,8.976,2.094,2.844,1.14,3.7,302.116,3.939,4.827,2.705,2.077,2.804,2.296,3.131,4.247,2.117,1.005,4.645,3,3.423,3.47,3.769,3.093,2,653.784,26.572,26120.892,0.536
2.958,2.716,4.115,2.435,4.73,1.722,1.112,5.282,1.233,223.787,1.259,3.943,4.564,1.801,2.714,1.557,1.849,3.332,1.032,3.464,2.279,3,4.599,3.892,3.766,3.039,2,489.192,24.19,4223.326,2.413
3.566,2.667,3.046,3.836,4.711,2.189,2.519,3.197,1.819,265.051,3.502,3.206,4.214,2.149,2.453,4.311,2.624,4.695,1.358,2.785,5.936,3,3.331,3.295,1.487,3.739,2,1139.79,32.895,22320.853,1.072
3.692,4.168,4.193,4.709,8.329,2.026,2.202,3.304,3.058,175.647,1.921,4.806,3.583,3.457,2.113,3.311,2.482,2.665,2.186,3.383,5.216,3,1.083,3.179,2.462,3.748,2,502.64,24.848,6417.453,1.34
2.609,5.135,4.516,4.765,6.584,1.856,3.088,3.704,4.258,284.721,1.317,4.003,2.82,1.2,2.25,1.24,3.786,3.79,3.444,1.585,5.052,3,5.932,3.59,2.701,3.202,2,591.994,25.849,5034.793,1.072
3.544,1.271,4.272,4.545,3.034,1.842,2.697,4.414,2.634,16.07,3.313,3.94,1.041,3.474,2.574,2.788,1.306,4.247,1.177,2.335,4.935,3,1.339,3.639,1.422,3.562,2,43.004,11.714,2011.047,2.681
2.941,3.259,3.046,2.933,3.811,3.212,1.261,5.811,3.66,98.157,1.725,3.679,3.846,1.131,2.966,1.162,2.111,2.508,2.649,2.407,4.528,3,3.199,3.946,3.85,3.665,2,372.524,22.118,4515.078,0.268
3.802,5.008,3.499,3.687,7.984,1.653,1.105,3.455,2.481,25.285,2.905,3.033,2.16,1.244,2.29,4.877,2.448,2.059,2.014,1.59,2.008,3,3.904,3.342,2.907,3.467,2,92.769,14.827,1314.26,0
2.246,1.852,4.987,2.378,7.116,2.12,1.554,4.816,1.618,336.264,1.919,3.055,3.229,3.547,2.551,2.969,4.896,3.937,1.5,4.392,4.785,3,5.815,3.634,4.063,3.633,2,573.298,24.67,3322.522,1.877
2.609,1.815,4.602,3.535,9.628,3.84,2.293,5.539,1.537,239.93,1.863,3.074,1.387,1.491,2.105,3.895,4.432,3.878,1.403,2.491,2.229,3,2.453,3.966,4.484,3.903,2,1006.808,29.514,6412.526,1.877
4.338,5.948,3.298,4.081,9.367,2.699,1.303,2.17,4.26,341.986,2.358,3.211,3.843,2.094,2.662,1.791,3.121,3.524,2.121,1.502,2.728,3,2.183,3.099,4.848,3.779,2,1130.964,30.888,13251.197,0
3.968,5.577,3.686,2.966,5.241,3.008,3.122,2.456,4.305,238.83,3.679,4.626,2.835,3.49,2.523,3.246,4.4,4.097,2.452,4.589,2.185,3,4.276,3.821,3.992,3.454,2,408.834,21.651,1715.688,0.536
4.092,2.181,4.292,4.282,5.975,3.347,3.73,5.184,4.824,119.643,3.671,4.335,1.646,2.424,2.65,5.525,2.771,2.423,3.746,2.783,5.349,3,4.771,3.795,1.371,3.669,2,516.168,24.546,3105.874,0
2.519,5.052,4.245,2.38,4.254,1.935,4.579,5.157,3.254,239.638,2.806,3.254,2.08,2.079,2.627,5.354,2.349,3.369,1.59,4.091,3.677,3,2.414,3.536,2.775,3.127,2,907.81,29.13,4051.231,2.145
4.278,1.37,4.296,4.679,9.34,2.679,4.778,5.326,2.506,18.774,3.822,3.937,3.02,1.621,2.006,4.622,3.064,3.265,3.094,3.964,5.139,3,1.371,3.248,2.561,3.711,2,111.89,15.624,412.429,0.268
4.084,1.329,4.004,3.551,4.265,1.757,3.929,5.079,1.842,34.535,1.303,3.922,2.613,2.444,2.243,2.202,2.171,2.577,1.268,1.863,3.409,3,2.912,3.874,3.753,3.963,2,182.795,18.362,1497.939,2.413
3.229,3.357,4.822,3.797,9.561,3.421,1.833,4.502,3.345,12.825,2.55,4.852,3.166,1.054,2.626,1.086,4.005,4.863,2.583,1.329,5.518,3,3.092,3.765,3.303,3.837,2,108.459,15.392,799.717,1.072
4.758,4.666,4.29,2.452,7.543,2.251,1.642,3.39,2.633,156.864,3.369,3.299,3.763,3.582,2.232,1.145,4.106,2.866,1,1.293,5.468,3,4.473,3.268,3.309,3.799,2,332.257,21.905,6165.712,1.609
3.228,4.912,4.083,2.578,4.9,1.196,2.293,4.212,4.134,309.356,1.789,3.337,2.078,3.924,2.104,1.55,4.922,2.522,1.522,1.284,3.109,3,4.685,3.055,3.784,3.77,2,718.481,26.692,4115.813,2.413
3.634,4.803,4.745,3.151,8.72,2.105,3.843,1.576,1.866,382.64,3.532,3.869,4.983,2.096,2.604,2.127,3.289,3.504,3.583,3.497,2.873,3,5.816,3.144,1.332,3.487,2,666.884,27.15,4274.611,0
3.052,1.75,3.582,4.622,9.529,3.533,3.259,1.932,4.182,272.425,2.783,3.754,1.463,3.676,2.199,4.63,4.375,2.697,2.306,3.868,5.497,3,2.693,3.979,3.706,3.94,2,912.402,27.948,8710.231,0
