$Data,$aa,$acap,$aexp,$b,$cplx,$docu,$etat,$flex,$kloc,$ltex,$pcap,$pcon,$plex,$pmat,$pr,$prec,$pvol,$rely,$resl,$ruse,$sced,$site,$stor,$team,$time,$tool,<effort,<months,<defects,<risks
2.237,3.666,3.212,4.866,7.946,1.233,3.529,4.464,1.235,269.937,3.072,3.692,4.363,1.502,2.939,4.685,2.857,2.564,2.289,2.448,5.02,3,2.218,3.546,4.35,3.564,2,666.419,27.074,3039.681,0
2.85,5.338,4.285,3.196,8.36,3.618,2.445,2.755,1.654,352.853,3.332,3.284,2.865,1.183,2.235,2.245,3.357,2.217,1.288,3.465,2.354,3,3.396,3.72,3.893,3.634,2,768.353,27.504,9345.46,1.609
2.029,5.393,3.112,4.377,9.04,3.221,2.121,1.282,1.884,102.078,3.61,4.531,2.559,1.427,2.679,3.17,2.323,2.476,2.31,4.54,5.488,3,1.912,3.08,2.364,3.603,2,371.088,22.59,5093.652,0.804
4.14,1.233,3.69,2.476,6.446,1.665,1.247,4.753,2.613,157.704,3.539,4.473,3.461,2.452,2.408,5.998,3.648,3.41,1.027,4.57,4.114,3,4.241,3.892,4.654,3.854,2,352.56,21.41,1984.662,2.145
4.398,3.009,3.793,2.696,8.52,1.668,1.319,2.21,1.694,159.706,3.598,4.374,4.05,2.176,2.237,5.061,2.444,2.819,3.057,1.834,5.432,3,4.188,3.235,4.698,3.98,2,472.775,24.632,5161.599,0.536
2.445,1.924,4.545,3.249,8.762,1.386,1.663,3.519,2.12,302.023,2.719,4.453,2.15,1.023,2.312,5.15,2.669,2.178,2.134,1.783,4.179,3,1.071,3.115,4.281,3.816,2,749.194,28.312,17455.835,2.145
2.816,5.774,4.186,4.356,7.973,1.425,2.414,1.027,3.488,199.553,3.355,3.297,1.187,3.532,2.983,2.234,4.965,2.73,1.317,1.36,2.624,3,2.3,3.495,4.954,3.799,2,516.366,24.108,2653.462,2.145
3.46,3.462,4.914,3.657,6.978,2.045,1.482,4.728,1.185,326.591,3.267,4.84,1.007,1.836,2.955,4.321,2.677,3.794,1.273,2.468,3.936,3,4.311,3.687,4.8,3.088,2,642.41,26.524,6770.161,2.145
2.075,5.939,3.406,2.756,8.716,3.762,3.184,1.062,2.651,287.771,3.316,3.953,1.702,2.693,2.566,5.553,1.518,2.33,1.271,1.343,3.165,3,3.063,3.669,4.321,3.214,2,898.314,30.04,14184.578,1.072
2.554,5.693,3.161,4.873,8.344,2.313,4.432,2.46,1.426,181.698,3.104,4.835,2.08,1.483,2.771,4.273,1.925,4.361,1.071,2.147,3.12,3,5.253,3.464,2.698,3.896,2,657.209,27.581,4189.944,1.609
2.049,5.712,3.409,4.586,8.338,2.119,1.822,2.264,3.85,105.987,3.668,3.172,3.26,3.008,2.677,5.918,1.906,4.119,2.276,2.941,4.271,3,3.921,3.363,1.619,3.876,2,330.811,22.206,3515.045,0
2.155,1.532,3.985,2.62,9.681,1.874,1.23,4.992,2.064,275.741,3.439,4.635,1.829,3.06,2.811,4.457,1.701,2.458,2.168,1.698,5.449,3,3.904,3.233,4.594,3.721,2,405.684,23.151,8855.611,1.072
2.173,5.995,3.094,2.354,9.099,1.188,1.008,2.009,1.892,209.117,3.924,4.659,3.506,1.992,2.573,5.025,3.425,3.007,2.535,1.378,2.332,3,2.515,3.513,3.835,3.186,2,409.02,23.175,4918.63,1.072
2.386,3.834,3.828,2.61,4.359,3.765,3.743,1.105,2.249,286.736,3.416,3.799,3.432,1.204,2.524,5.21,4.264,3.809,2.644,2.253,2.967,3,2.198,3.763,2.888,3.725,2,1505.684,34.65,12210.276,0
3.179,3.465,4.92,2.052,4.346,1.008,2.208,3.504,1.052,264.368,3.344,4.28,1.168,3.301,2.904,4.815,4.133,4.034,1.224,1.062,5.049,3,4.782,3.265,3.761,3.813,2,604.283,26.414,6520.801,3.217
3.914,4.857,4.292,3.173,5.335,3.061,3.788,1.906,1.659,257.081,2.157,4.486,2.863,1.388,2.907,1.924,3.331,2.587,1.752,1.496,2.914,3,2.41,3.08,3.257,3.752,2,1604.577,35.724,12811.869,2.145
2.389,1.404,4.24,3.884,9.671,1.912,3.043,2.66,1.856,181.246,1.854,4.504,2.108,3.585,2.91,4.397,1.504,2.86,1.23,3.937,2.441,3,3.062,3.602,4.7,3.018,2,363.232,22.512,3069.532,3.217
2.768,3.367,3.747,4.818,6.654,1.437,4.901,2.08,1.244,85.509,3.002,4.167,4.035,1.486,2.658,5.555,2.132,3.534,2.778,1.639,3.206,3,3.621,3.11,4.833,3.929,2,257.577,20.084,837.082,1.072
2.445,4.162,4.879,4.743,8.745,3.093,1.474,2.914,1.081,102.15,2.519,3.18,2.837,1.558,2.792,4.929,4.305,3.048,1.217,4.005,2.843,3,4.924,3.364,2.795,3.847,2,221.75,18.963,1346.54,1.609
2.786,4.965,3.979,3.413,3.407,1.245,1.575,2.73,4.113,277.827,2.459,4.067,2.444,2.131,2.863,5.749,2.426,3.536,2.762,1.009,2.313,3,2.376,3.329,1.989,3.409,2,672.359,27.327,15815.785,1.34
2.808,2.841,3.423,4.996,9.412,3.497,3.245,5.11,4.529,356.863,2.65,3.475,2.744,1.854,2.578,5.729,1.351,3.598,1.211,3.218,2.418,3,1.118,3.596,4.388,3.296,2,769.607,27.438,8767.546,1.072
2.047,5.703,3.489,3.287,4.986,3.982,3.239,2.873,4.302,276.604,1.934,4.006,1.002,1.608,2.757,4.54,3.374,3.086,1.198,1.771,3.923,3,5.617,3.3,4.929,3.997,2,965.339,29.284,5970.443,1.609
3.282,1.947,4.501,3.492,8.893,3.066,4.467,4.157,1.46,327.154,1.028,3.161,4.033,1.339,2.901,4.82,1.961,4.689,1.032,1.034,4.124,3,5.777,3.251,4.572,3.446,2,1215.499,32.025,7815.161,1.877
3.568,1.528,3.318,3.67,9.453,2.424,2.878,4.803,2.492,175.266,3.455,3.865,3.948,1.526,2.307,3.726,3.583,3.892,1.223,3.281,4.448,3,1.467,3.833,4.935,3.835,2,636.556,25.827,4489.121,1.072
3.332,2.912,3.529,4.395,7.597,3.308,1.715,1.686,3.629,234.71,1.442,4.968,3.173,1.99,2.589,3.176,2.237,2.808,1.976,1.498,4.899,3,1.689,3.727,2.893,3.96,2,1160.824,32.935,35397.902,1.877
2.85,3.712,4.321,4.576,3.644,2.774,4.005,2.31,1.033,151.403,1.028,3.035,2.08,1.589,2.753,5.218,1.748,2.84,3.406,1.274,3.608,3,1.835,3.38,1.1,3.321,2,1262.195,34.56,14536.912,0.804
2.624,3.977,4.668,2.973,7.447,1.136,1.13,1.948,2.728,155.893,2.941,3.219,1.309,2.966,2.824,3.866,4.05,4.059,1.788,1.284,4.361,3,5.125,3.286,3.414,3.548,2,272.631,20.536,5474.981,2.145
3.888,3.924,3.273,3.166,3.834,2.637,3.52,4.861,3.062,299.444,3.403,3.706,3.29,3.079,2.781,4.934,4.688,3.977,1.435,4.16,2.048,3,5.913,3.967,4.061,3.754,2,432.4,22.447,1274.758,1.072
2.088,5.158,4.471,3.024,7.621,1.174,1.184,1.542,1.592,293.164,2.981,4.075,1.466,3.762,2.678,3.759,4.551,4.849,1.108,1.498,5.076,3,4.75,3.516,3.603,3.318,2,416.245,23.043,7457.728,3.217
2.688,4.38,3.168,4.125,9.325,2.157,1.33,2.89,1.951,359.551,3.715,3.973,4.694,2.676,2.332,5.588,4.348,4.965,1.25,3.386,4.528,3,3.406,3.169,2.226,3.374,2,354.798,21.953,7065.65,1.072
2.991,4.155,3.998,4.742,9.249,1.503,2.38,2.382,1.539,43.458,2.548,4.905,2.309,3.248,2.583,5.253,1.728,4.442,2.064,1.706,2.929,3,2.57,3.62,4.719,3.574,2,92.334,14.707,1182.3,1.072
3.748,1.482,4.476,3.445,6.272,1.126,3.824,2.531,1.718,159.312,3.704,3.272,3.601,2.162,2.356,2.896,2.956,3.376,2.149,1.632,5.771,3,1.896,3.488,4.738,3.737,2,777.896,28.13,6233.032,1.072
2.753,3.066,3.937,4.086,4.869,3.227,1.762,4.921,1.441,240.511,1.951,3.697,2.71,2.065,2.842,4.491,3.918,3.392,1.024,1.234,3.834,3,5.967,3.464,3.554,3.595,2,729.76,27.594,4756.985,1.34
3.333,1.115,4.959,2.308,5.55,2.161,2.962,1.69,2.478,55.741,3.881,4.159,4.259,1.383,2.813,4.83,1.347,4.573,2.741,3.606,3.463,3,1.46,3.919,2.468,3.681,2,250.063,20.192,3585.638,1.34
2.581,5.577,3.918,3.059,8.075,2.239,3.51,2.359,1.087,294.967,3.014,4.909,4.944,2.223,2.889,3.398,4.993,4.434,1.113,3.097,4.584,3,1.12,3.289,3.756,3.861,2,966.956,29.54,3994.036,1.609
2.266,1.053,4.308,3.595,8.175,2.486,3.607,2.471,1.454,270.861,2.318,3.65,1.972,3.096,2.727,3.642,3.664,2.497,1.096,4.698,4.315,3,2.796,3.478,3.252,3.278,2,749.818,27.051,6938.533,1.609
2.432,5.474,3.36,4.234,4.23,1.512,4.027,2.205,1.428,245.485,3.864,4.551,2.039,3.277,2.87,5.728,4.15,3.189,1.837,4.199,2.076,3,2.883,3.766,2.988,3.06,2,522.31,24.023,1397.732,2.145
2.289,5.656,3.612,2.322,3.047,3.78,3.875,4.635,3.301,141.518,3.733,3.784,4.081,1.375,2.907,5.516,4.492,4.427,1.563,3.313,3.639,3,1.217,3.806,4.422,3.948,2,729.511,26.4,1806.321,1.072
2.369,3.966,3.883,4.477,6.346,1.133,3.94,5.119,1.476,371.215,1.213,4.323,4.411,1.846,2.692,4.017,3.033,4.233,3.185,1.841,3.635,3,1.221,3.778,4.621,3.297,2,1600.503,35.843,3414.004,0.536
3.802,2.049,4.574,2.693,9.336,3.329,3.118,1.933,1.831,23.719,2.553,3.455,3.013,1.263,2.777,5.402,1.608,2.666,1.061,4.064,2.041,3,4.478,3.357,1.852,3.892,2,103.83,15.388,1169.312,2.145
2.089,3.079,3.84,4.532,6.099,3.227,4.638,1.898,1.802,241.906,3.061,3.748,1.72,1.133,2.956,5.611,4.718,2.547,2.263,4.23,3.83,3,1.201,3.854,2.099,3.918,2,1091.366,30.391,5645.883,0.268
3.13,1.943,3.82,3.009,5.863,3.251,1.255,4.863,2.215,349.723,2.888,4.647,4.569,1.144,2.909,3.673,4.997,4.97,1.571,1.782,2.63,3,2.634,3.325,2.264,3.408,2,1403.3,33.718,11143.241,1.609
2.551,4.821,3.736,3.869,5.385,1.701,4.603,1.176,1.973,237.482,3.57,3.587,1.423,3.047,2.407,5.947,4.804,4.958,2.665,2.822,5.671,3,2.486,3.186,2.571,3.412,2,1698.917,35.7,5299.702,0
2.132,4.205,4.116,2.359,9.327,2.069,3.784,1.213,2.829,259.887,3.438,3.398,3.151,1.049,2.217,5.75,4.907,3.378,2.023,4.737,3.745,3,3.378,3.249,4.223,3.753,2,708.693,25.904,2721.3,0.536
3.037,2.78,3.363,4.263,9.24,1.96,3.932,2.891,1.728,278.89,1.863,3.627,4.174,2.115,2.063,5.779,1.807,2.682,1.118,2.401,2.404,3,2.615,3.628,3.7,3.335,2,693.765,28.341,7301.445,1.34
3.475,1.734,3.217,4.189,8.759,3.486,4.73,2.45,1.016,260.545,1.013,4.336,4.745,1.292,2.647,2.34,1.209,2.516,1.792,1.319,5.753,3,2.767,3.113,3.976,3.442,2,1215.956,33.507,16577.537,1.609
2.211,4.791,4.951,3.051,6.97,3.427,2.172,2.718,3.811,289.676,3.765,3.296,2.168,1.099,2.048,4.477,4.971,4.961,1.112,4.181,2.709,3,3.669,3.533,3.538,3.907,2,842.592,27.109,5571.702,1.609
4.171,5.156,3.966,3.176,7.107,2.42,3.215,4.357,2.538,119.756,3.636,3.254,3.218,1.414,2.996,3.292,3.272,2.099,1.836,2.219,2.325,3,2.513,3.73,4.697,3.466,2,532.856,24.746,1708.009,1.072
3.225,3.08,4.795,3.659,9.02,2.611,3.609,4.099,1.959,366.427,3.148,3.651,2.011,1.153,2.515,4.585,1.091,4.188,3.307,3.16,2.22,3,4.096,3.279,2.859,3.038,2,683.6,27.103,9410.655,0
4.284,5.226,4.487,4.612,7.575,3.61,2.884,3.736,3.312,263.365,3.479,3.648,1.88,1.829,2.839,5.765,4.772,3.673,3.09,3.352,3.348,3,1.69,3.241,4.085,3.901,2,1201.386,30.708,3274.58,0
2.249,4.728,4.152,2.002,7.264,2.601,3.972,2.54,2.125,308.152,2.976,4.424,4.647,1.589,2.749,4.729,2.355,2.989,2.792,2.87,2.162,3,2.211,3.79,3.153,3.741,2,1030.413,31.149,5450.747,1.072
3.455,3.043,4.844,4.263,7.115,1.751,2.478,2.546,1.407,112.988,3.986,4.353,2.002,3.265,2.852,4.399,3.876,4.514,1.988,2.633,3.799,3,4.269,3.197,4.414,3.479,2,219.202,18.846,1484.366,3.217
2.79,4.383,3.95,4.415,3.754,3.364,3.933,1.993,1.059,193.531,2.747,3.151,1.587,1.041,2.641,5.964,4.07,2.186,2.564,1.313,3.931,3,5.903,3.267,4.299,3.491,2,541.971,25.548,2411.91,0
2.142,5.711,3.986,3.883,5.307,1.913,1.167,4.342,2.529,245.323,2.664,4.035,1.021,2.102,2.611,4.605,4.308,2.87,1.363,1.564,4.652,3,3.246,3.847,4.851,3.523,2,364.666,21.789,4570.938,2.145
2.027,4.93,3.538,4.276,5.104,2.602,4.028,1.8,2,183.629,3.7,4.034,1.72,3.427,2.568,5.591,4.379,4.2,1.946,4.776,5.359,3,1.768,3.333,3.364,3.213,2,517.731,23.77,2600.954,1.609
3.109,5.869,3.588,2.355,6.014,3.422,4.258,4.013,3.396,210.99,2.594,4.324,1.371,1.744,2.441,5.658,3.115,4.671,1.851,2.93,5.691,3,3.348,3.042,3.847,3.912,2,1269.967,32.553,8944.283,1.609
2.097,3.385,3.611,4.282,9.664,2.446,4.171,1.634,2.161,123.335,2.802,4.517,3.617,2.209,2.602,4.594,2.43,2.996,2.734,3.237,2.974,3,2.262,3.563,4.215,3.828,2,455.597,23.741,2115.912,0.536
2.523,2.107,4.015,3.474,4.941,2.966,2.34,3.68,1.615,218.451,1.5,4.386,1.21,1.461,2.579,4.102,4.969,3.357,1.036,1.863,3.155,3,3.644,3.43,3.877,3.44,2,793.041,28.148,7310.816,2.145
2.491,2.223,4.057,4.233,7.961,1.791,1.177,5.845,2.926,96.438,1.166,4.021,4.749,2.294,2.988,3.882,4.173,4.294,1.071,1.617,2.736,3,4.009,3.044,4.589,3.855,2,144.247,16.48,718.157,3.217
2.167,4.356,3.71,2.707,9.562,3.236,3.849,3.389,1.241,189.302,3.46,3.883,4.046,1.009,2.608,5.606,1.258,2.253,1.649,1.989,3.26,3,1.081,3.545,3.117,3.308,2,675.948,28.313,7909.383,1.072
2.287,3.879,4.942,2.134,8.268,3.588,3.45,1.898,3.364,270.469,3.887,3.818,1.218,1.186,2.895,5.241,1.213,2.591,1.157,2.323,4.875,3,3.766,3.653,1.7,3.702,2,907.463,30.545,30199.816,2.145
2.579,4.496,3.161,4.104,5.732,2.414,1.587,2.884,1.66,390.981,2.701,4.132,2.579,2.669,2.172,4.847,4.876,2.395,2.181,2.607,4.532,3,1.343,3.296,1.639,3.11,2,1239.154,33.248,14163.524,1.072
2.939,4.507,3.643,3.725,8.547,3.259,1.628,2.506,2.157,68.895,2.174,3.853,2.506,2.444,2.463,2.65,3.491,2.837,1.773,1.281,4.052,3,1.842,3.115,3.091,3.781,2,318.116,21.817,6279.567,1.072
2.178,1.736,3.506,4.643,5.908,2.775,1.912,5.827,1.256,229.408,2.785,4.482,4.882,1.116,2.566,4.134,4.302,3.508,1.513,3.693,5.404,3,1.735,3.177,2.643,3.709,2,475.292,24.212,3985.976,1.877
4.371,5.559,3.572,2.171,9.382,2.305,1.721,1.032,2.949,214.499,3.986,4.523,3.968,2.754,2.545,5.957,4.469,3.921,1.608,3.368,5.505,3,4.355,3.062,3.453,3.723,2,440.424,22.987,4341.893,1.609
3.315,3.787,4.009,3.495,3.362,1.144,4.934,4.84,4.227,252.755,2.299,3.358,1.967,2.555,2.793,5.289,3.956,3.153,2.977,3.418,2.774,3,3.015,3.127,4.31,3.642,2,847.237,27.608,1381.637,1.072
3.631,2.239,4.711,3.189,9.652,2.866,1.107,1.491,1.851,257.423,2.153,3.67,1.872,1.901,2.01,4.933,4.123,2.099,1.525,1.43,4.59,3,5.541,3.205,4.724,3.856,2,438.938,23.368,8973.392,1.609
3.283,4.571,3.163,4.262,4.657,1.684,1.545,2.729,2.836,123.301,1.246,4.675,3.687,1.787,2.19,5.556,4.401,3.189,1.56,3.022,3.589,3,2.775,3.929,3.417,3.755,2,500.219,24.097,2886.188,2.145
4.561,3.018,3.385,3.58,6.246,3.605,4.604,1.909,2.827,337.142,3.141,4.642,2.553,1.892,2.936,3.921,4.702,3.456,2.984,2.643,5.097,3,4.947,3.61,4.756,3.519,2,2118.752,36.671,5649.56,0.536
2.691,5.065,4.036,3.066,3.713,3.722,3.332,1.27,1.212,247.791,1.796,5,4.386,2.684,2.782,3.981,4.78,2.855,2.2,2.466,2.698,3,2.101,3.778,3.523,3.988,2,734.338,27.021,3887.09,1.072
2.867,5.893,3.531,3.164,6.644,2.68,4.731,2.703,2.308,244.938,2.571,4.42,2.719,3.631,2.551,2.961,4.198,2.083,1.221,4.944,4.342,3,2.141,3.378,4.244,3.747,2,875.855,28.049,1801.635,1.609
