$Data,$aa,$acap,$aexp,$b,$cplx,$docu,$etat,$flex,$kloc,$ltex,$pcap,$pcon,$plex,$pmat,$pr,$prec,$pvol,$rely,$resl,$ruse,$sced,$site,$stor,$team,$time,$tool,<effort,<months,<defects,<risks
3.06,3.489,4.331,4.865,7.759,2.255,4.03,2.115,2.198,167.465,3.493,3.546,3.306,2.321,2.786,5.046,4.194,4.849,2.064,1.061,5.079,3,3.279,3.972,4.483,3.336,2,346.491,21.555,3100.462,0.536
3.31,2.832,4.304,3.034,9.277,2.631,4.929,1.167,2.766,243.717,3.768,4.906,2.87,3.679,2.631,5.413,3.777,4.86,2.215,2.853,3.361,3,4.806,3.733,4.383,3.639,2,645.293,25.949,2697.53,1.072
2.301,5.078,4.311,2.374,9.932,3.461,4.623,2.862,3.167,62.131,1.834,4.746,3.136,1.218,2.835,3.936,3.031,3.284,2.205,2.141,2.517,3,5.382,3.716,2.025,3.286,2,244.301,20.225,1296.803,1.072
2.268,5.606,4.846,3.443,7.702,1.878,3.786,1.6,1.787,337.841,1.852,4.586,3.293,2.413,2.761,5.121,3.917,3.922,2.758,1.339,3.03,3,5.827,3.878,4.116,3.174,2,979.885,30.011,2225.38,2.145
2.156,2.17,3.602,2.59,7.754,2.622,4.303,1.066,3.565,272.709,1.771,4.191,3.622,2.705,2.28,5.704,4.027,3.604,2.235,2.067,2.079,3,2.095,3.29,2.601,3.684,2,1213.68,31.658,9189.55,0.536
2.105,5.72,3.96,3.656,9.059,2.314,2.732,1.906,2.03,79.472,2.848,3.712,1.146,2.727,2.233,5.43,3.112,2.397,3.09,1.827,4.567,3,3.363,3.579,3.966,3.368,2,317.092,21.716,2423.481,0
2.258,2.196,4.039,2.489,8.024,2.688,3.811,5.857,3.076,371.35,1.128,3.577,3.97,1.115,2.389,5.901,3.223,2.22,1.116,3.598,2.385,3,2.517,3.225,1.992,3.526,2,1133.652,31.341,5799.391,2.681
2.838,4.866,4.522,2.66,4.755,1.166,4.214,4.445,2.82,348.059,2.776,4.228,4.322,3.284,2.525,4.696,4.499,3.206,2.063,1.139,2.875,3,2.533,3.571,4.996,3.444,2,517.329,24.309,1307.225,2.145
2.932,5.935,4.754,4.257,7.758,3.636,2.667,4.315,1.068,30.933,3.936,3.349,2.396,1.719,2.546,1.936,2.873,2.083,2.958,2.461,4.275,3,4.257,3.535,1.565,3.538,2,114.806,16.263,794.919,0.536
2.913,3.351,3.978,3.634,9.754,1.71,3.721,4.582,2.517,114.157,2.354,4.891,4.948,1.925,2.003,3.417,4.572,3.802,1.032,4.382,4.979,3,2.574,3.284,3.964,3.259,2,330.782,20.712,940.937,2.145
2.4,3.395,4.907,4.342,7.89,1.848,4.83,2.742,3.305,318.553,2.729,4.608,2.031,1.351,2.738,3.421,4.697,2.348,3.561,1.478,4.108,3,4.185,3.495,2.825,3.976,2,1306.541,32.706,3890.653,1.072
2.26,2.4,3.222,3.36,7.609,1.034,4.148,1.75,3.82,348.96,3.21,3.269,4.36,3.527,2.286,4.426,4.826,3.684,1.31,1.195,4.915,3,1.49,3.323,2.502,3.844,2,750.294,27.097,11624.316,1.34
2.951,1.91,3.989,4.036,8.336,3.79,2.934,2.721,3.068,144.674,3.226,4.474,2.594,2.345,2.569,5.452,2.142,2.291,1.59,3.821,5,3,3.237,3.761,2.414,3.822,2,341.472,21.919,7505.946,1.609
2.786,5.271,4.742,2.275,6.206,2.881,2.392,5.326,3.154,262.731,2.848,4.648,1.778,1.041,2.965,4.102,4.747,2.353,2.355,2.448,3.287,3,3.96,3.066,2.846,3.443,2,869.903,28.559,3173.811,1.072
2.638,4.503,4.288,3.142,7.729,2.639,4.177,2.454,4.711,158.053,2.31,4.637,2.091,3.916,2.882,3.939,1.768,2.524,1.138,2.083,4.402,3,2.988,3.609,1.007,3.55,2,528.49,24.983,8535.839,2.413
2.733,4.629,4.902,2.394,7.701,1.287,4.457,5.197,2.514,269.783,1.653,4.575,1.746,1.737,2.014,5.768,3.983,3.123,2.165,1.016,5.856,3,1.101,3.275,4.654,3.306,2,1774.725,36.409,4604.884,2.145
3.664,3.312,4.431,4.741,6.804,1.643,2.79,5.802,4.342,174.137,3.042,4.539,3.355,1.078,2.866,4.266,4.137,3.564,1.475,2.805,3.822,3,2.078,3.211,3.59,3.301,2,267.705,19.6,1818.704,3.217
2.351,5.204,4.02,2.463,9.243,3.638,4.158,1.148,2.256,297.721,1.116,4.966,2.716,3.452,2.224,3.487,4.762,2.257,2.045,3.153,3.188,3,2.011,3.217,2.435,3.75,2,690.672,26.862,6618.471,1.072
2.465,3.022,4.469,2.266,3.743,3.686,2.983,2.294,2.977,288.84,2.482,4.982,3.303,2.113,2.564,5.793,2.099,4.164,1.117,1.022,5.44,3,4.906,3.222,1.41,3.284,2,1010.081,31.642,25996.742,2.681
3.296,4.783,4.417,4.325,5.109,3.423,4.591,2.206,2.095,185.006,2.409,3.748,2.207,2.339,2.94,5.632,4.952,3.484,2.127,1.011,2.971,3,4.496,3.817,2.955,3.213,2,829.668,28.911,2348.312,0.536
4.12,2.23,4.47,3.697,8.849,3.445,4.634,2.917,4.508,239.621,3.592,4.709,2.734,1.211,2.695,4.989,2.979,4.233,2.773,3.523,2.242,3,4.743,3.478,3.241,3.993,2,485.387,23.516,4163.963,1.072
2.412,5.562,4.638,3.21,6.691,1.174,2.747,2.274,3.73,33.383,2.733,4.538,1.478,2.894,2.703,5.289,3.559,2.053,1.157,2.042,2.75,3,4.188,3.723,1.141,3.159,2,61.637,12.959,720.174,3.217
2.326,3.258,4.356,3.349,8.503,3.129,4.979,1.832,1.362,311.918,3.414,4.5,2.813,1.846,2.983,5.971,1.674,2.469,1.738,2.919,4.006,3,4.871,3.85,2.018,3.269,2,498.807,25.138,7735.917,2.145
3.491,1.051,4.611,3.379,5.128,3.02,4.083,3.928,1.9,297.006,3.621,4.85,2.577,3.91,2.821,5.345,4.864,2.044,1.314,2.199,3.761,3,2.269,3.307,2.094,3.268,2,560.64,25.175,4349.514,2.145
3.315,3.701,3.538,4.243,6.815,2.432,3.444,1.607,2.503,100.353,1.789,4.396,3.506,1.696,2.048,5.742,2.813,2.606,1.3,1.658,5.907,3,5.74,3.91,3.646,3.068,2,212.669,19.056,2800.197,1.609
3.561,1.2,4.645,4.028,9.366,3.747,4.904,4.077,2.633,99.592,1.886,4.984,1.309,1.157,2.839,3.248,4.905,3.033,1.649,1.924,4.046,3,4.353,3.856,4.606,3.352,2,351.36,21.289,1684.036,2.145
3.452,3.221,4.116,3.672,4.452,2.45,4.553,3.339,4.852,67.678,3.622,4.182,1.16,2.582,2.482,5.607,4.373,2.041,1.991,3.325,3.703,3,5.593,3.924,2.761,3.892,2,165.719,16.94,688.986,2.145
3.205,4.095,3.764,4.313,7.512,3.618,4.472,1.001,3.589,275.317,2.148,4.816,4.7,3.015,2.771,3.973,4.23,2.767,1.882,1.816,3.309,3,5.535,3.556,1.225,3.538,2,750.183,28.367,4293.145,1.609
2.609,1.754,3.891,4.445,5.253,1.727,4.583,2.05,3.071,360.349,3.824,4.811,3.614,1.132,2.022,5.866,4.914,2.508,1.373,2.375,5.77,3,2.46,3.005,4.689,3.931,2,987.176,29.366,3982.426,2.145
2.432,5.793,3.339,3.877,6.545,2.008,2.975,5.534,4.363,108.308,3.577,4.674,1.796,2.548,2.767,5.977,4.064,4.189,1.918,1.316,3.885,3,1.664,3.72,4.48,3.457,2,357.119,21.328,1298.453,1.609
3.735,3.45,4.463,2.463,8.266,1.771,4.751,3.244,3.593,295.621,2.712,4.542,3.432,1.598,2.543,5.785,3.281,3.156,1.196,1.313,4.609,3,2.688,3.34,4.063,3.174,2,826.949,28.228,6776.407,3.217
2.078,2.603,4.535,4.338,7.581,1.186,2.813,5.046,4.334,160.961,2.69,4.274,1.266,1.671,2.437,5.171,4.866,3.274,1.74,1.569,3.584,3,1.968,3.968,3.607,3.879,2,547.473,24.746,2612.414,3.217
2.03,4.962,4.136,3.484,8.138,2.01,4.668,1.344,4.458,251.121,2.953,4.637,3.262,1.345,2.579,2.817,3.811,2.225,1.099,3.735,2.555,3,4.916,3.399,4.248,3.949,2,638.19,25.42,1914.419,2.145
2.145,4.571,3.306,3.447,5.473,1.343,3.633,1.486,3.899,276.17,2.992,4.644,3.459,2.255,2.649,3.739,4.434,3.413,1.832,1.599,5.045,3,2.263,3.256,2.522,3.211,2,862.832,28.687,8941.292,2.145
2.926,4.368,4.812,2.812,7.282,1.32,3.867,1.713,4.55,89.176,2.322,4.997,3.032,1.357,2.306,1.636,3.423,4.009,1.523,1.276,2.094,3,2.946,3.968,3.779,3.805,2,245.977,19.516,2875.022,3.217
4.202,3.064,4.875,2.217,8.863,1.575,4.286,3.692,3.1,138.149,3.785,4.838,2.487,1.377,2.06,5.919,2.831,2.161,2.84,1.21,5.402,3,5.846,3.926,2.893,3.386,2,414.212,23.743,2542.398,2.145
2.18,2.1,4.274,3.703,8.887,3.121,4.976,2.12,4.067,277.091,3.829,3.997,2.663,1.718,2.829,4.243,2.655,2.776,1.323,1.406,4.663,3,4.753,3.791,3.883,3.863,2,418.534,22.844,8495.466,1.609
2.631,4.942,4.785,2.524,8.213,3.696,1.039,5.347,1.093,259.623,3.85,4.696,2.775,2.895,2.646,3.693,4.02,3.287,1.03,1.001,3.261,3,5.253,3.252,3.45,3.111,2,264.271,20.292,3461.379,2.145
4.385,3.967,4.482,3.859,9.299,3.059,4.836,3.711,4.415,29.74,3.952,3.863,3.924,1.169,2.872,5.056,3.1,4.472,1.001,2.1,3.602,3,2.555,3.954,3.29,3.279,2,136.061,16.342,738.298,1.609
2.435,5.709,3.434,3.628,8.718,2.57,4.315,5.787,2.861,155.047,3.309,4.565,3.581,1.655,2.548,4.048,2.735,3.384,1.559,3.215,2.361,3,3.241,3.445,3.802,3.247,2,317.732,21.195,974.129,1.609
2.009,2.642,4.68,2.573,6.27,1.557,3.548,3.888,4.833,166.667,2.903,4.768,1.062,1.406,2.972,2.578,2.889,4.46,1.216,1.644,2.228,3,1.344,3.258,2.792,3.143,2,692.889,26.82,9072.667,3.485
2.176,1.426,4.436,2.738,7.309,2.468,1.505,4.578,2.878,361.246,3.391,4.946,4.197,2.094,2.328,5.659,4.372,2.732,1.348,4.013,2.702,3,1.837,3.251,1.573,3.458,2,443.996,23.293,5793.293,3.217
2.018,2.742,4.291,4.283,8.319,3.297,3.023,2.265,2.421,330.182,3.536,4.531,2.73,1.496,2.886,4.308,3.154,2.696,1.073,3.117,5.197,3,3.348,3.579,1.543,3.588,2,715.561,27.743,17687.437,2.145
2.311,1.356,4.431,2.976,8.606,3.098,4.202,3.26,4.089,304.085,3.56,3.821,2.463,2.624,2.879,1.864,2.656,2.817,1.186,1.605,3.015,3,5.815,3.526,3.226,3.653,2,564.541,25.571,8736.033,1.609
2.145,4.087,4.221,4.131,4.459,2.803,4.587,1.659,3.78,230.961,1.352,4.626,2.4,2.626,2.686,2.239,4.861,4.675,1.691,1.787,4.206,3,1.732,3.62,1.757,3.142,2,783.223,28.328,9930.24,2.681
2.772,5.825,4.894,2.79,9.581,2.747,1.982,2.972,4.577,185.156,3.693,3.749,3.297,1.094,2.593,3.149,1.496,4.883,2.013,1.364,3.463,3,2.337,3.744,1.622,3.717,2,604.747,26.849,18346.752,1.34
3.279,2.374,4.953,2.99,9.531,3.814,4.951,2.044,3.424,88.246,3.575,4.673,1.018,3.33,2.151,3.948,2.901,2.977,1.285,2.598,3.397,3,5.403,3.527,3.526,3.53,2,222.443,19.163,2050.521,2.145
3.75,1.184,4.638,4.019,9.344,2.09,4.415,3.698,4.566,352.236,3.872,4.425,3.433,1.601,2.815,5.549,2.585,2.924,1.785,2.249,5.028,3,5.074,3.721,2.082,3.404,2,831.359,28.416,8153.609,2.145
2.727,3.12,3.441,4.981,9.659,2.839,4.896,1.666,4.527,279.602,1.896,4.949,1.05,2.988,2.029,5.251,3.467,3.933,1.068,2.446,5.43,3,3.842,3.55,2.8,3.862,2,536.83,24.641,11936.882,1.609
2.382,1.318,4.785,3.799,3.614,2.079,4.037,5.553,3.585,331.198,3.317,4.892,1.038,1.201,2.877,3.594,4.296,4.214,1.386,1,3.352,3,2.932,3.158,2.374,3.138,2,1187.06,32.072,8319.083,2.145
2.66,1.637,4.405,3.215,8.506,1.023,4.88,1.203,2.93,351.576,3.226,4.924,4.208,1.126,2.144,5.637,1.611,3.91,2.86,3.145,5.199,3,2.712,3.855,2.863,3.036,2,1227.519,32.796,10400.202,2.145
2.928,5.619,3.253,2.646,5.739,3.21,3.154,3.079,4.547,178.829,2.652,4.558,2.69,1.765,2.418,4.258,4.08,4.809,1.036,1.86,4.377,3,5.05,3.539,3.697,3.212,2,730.031,26.937,5452.848,1.609
2.173,4.757,3.364,4.156,8.798,3.785,3.92,2.965,2.309,281.39,3.102,4.153,3.859,2.28,2.55,5.876,4.418,2.943,1.26,3.232,5.606,3,5.121,3.819,1.15,3.146,2,603.254,25.999,4830.408,1.609
3.149,2.741,3.941,3.941,4.25,3.17,4.247,3.656,4.738,236.642,3.93,3.831,3.185,2.556,2.746,4.572,3.709,2.113,1.294,3.764,4.16,3,2.563,3.851,2.389,3.561,2,777.073,27.083,4801.005,1.072
2.94,5.249,4.294,2.494,4.428,2.683,4.053,1.235,4.453,240.81,2.615,4.522,2.315,2.17,2.024,5.766,4.078,4.399,1.565,1.217,2.56,3,1.163,3.442,3.19,3.208,2,1182.39,31.445,9593.883,2.145
4.127,5.547,4.244,4.707,9.632,3.964,3.971,4.873,3.512,119.799,3.859,3.915,3.121,1.32,2.891,1.568,2.307,2.005,1.934,1.666,3.047,3,2.672,3.469,1.881,3.097,2,498.257,25.15,3034.905,1.877
2.738,5.581,4.626,4.028,7.848,3.541,4.94,3.734,4.074,314.767,3.401,3.436,3.12,1.09,2.321,2.737,4.041,4.703,2.505,1.254,2.461,3,1.436,3.768,2.911,3.755,2,1717.139,35.696,7332.335,0.804
2.849,3.005,4.58,4.711,9.141,2.636,4.941,4.264,4.682,269.515,3.569,4.365,3.319,2.758,2.095,5.427,4.404,3.156,2.203,1.097,5.245,3,2.282,3.616,1.302,3.162,2,593.365,25.959,4808.758,1.34
2.345,4.424,4.769,3.564,9.133,2.642,3.468,3.197,4.219,357.978,3.611,4.618,1.582,1.432,2.025,3.075,4.134,2.407,1.779,1.272,4.272,3,4.076,3.598,2.682,3.077,2,664.785,26.912,10164.115,2.145
