$Data,$aa,$acap,$aexp,$b,$cplx,$docu,$etat,$flex,$kloc,$ltex,$pcap,$pcon,$plex,$pmat,$pr,$prec,$pvol,$rely,$resl,$ruse,$sced,$site,$stor,$team,$time,$tool,<effort,<months,<defects,<risks
2.647,3.663,4.042,3.826,8.172,2.154,3.617,3.719,2.917,33.296,1.338,4.062,2.556,1.792,2.365,4.701,4.416,4.579,1.5,3.073,4.698,3,5.76,3.632,4.552,3.799,2,156.185,16.798,421.634,2.145
2.946,4.33,4.305,4.992,9.309,1.39,2.866,3.447,1.898,19.722,1.433,3.593,2.971,2.978,2.217,5.837,2.849,3.596,2.174,1.407,2.909,3,3.098,3.105,4.349,3.263,2,59.182,12.755,309.505,1.34
4.709,5.393,4.506,2.237,3.932,1.329,4.3,5.358,3.939,12.754,3.589,4.194,2.384,1.739,2.618,3.772,4.457,3.282,3.549,2.156,3.608,3,3.112,3.213,4.981,3.975,2,63.366,12.801,74.161,1.072
2.354,5.222,4.01,3.612,5.89,1.556,4.217,5.953,3.155,153.407,1.687,3.285,3.504,3.496,2.858,4.723,3.349,3.716,1.051,1.895,3.898,3,4.943,3.258,4.643,3.268,2,357.216,21.654,640.745,2.413
2.978,5.173,4.311,4.757,8.402,1.412,3.932,4.897,1.93,98.765,2.046,4.956,3.194,2.303,2.385,5.955,4.189,3.428,3.971,1.095,3.461,3,2.697,3.027,2.986,3.535,2,369.458,22.662,661.969,1.072
2.41,1.914,4.972,3.492,7.254,2.826,4.643,1.062,1.204,35.457,2.195,3.696,3.753,2.478,2.324,2.226,4.942,2.287,1.009,3.473,5.59,3,1.537,3.409,3.061,3.971,2,223.62,19.309,1132.594,1.609
2.207,2.56,4.866,3.25,5.811,1.688,2.184,2.11,1.153,60.889,3.792,4.66,4.026,1.763,2.091,4.161,4.744,3.396,1.902,2.854,5.077,3,3.504,3.266,4.371,3.986,2,125.212,15.992,906.86,3.217
2.675,5.179,4.116,3.224,9.066,2.951,2.425,3.14,1.378,42.023,2.372,3.816,3.189,3.503,2.304,5.696,3.461,3.705,2.863,3.081,3.723,3,1.078,3.334,2.639,3.577,2,221.907,19.327,1229.437,0.804
2.217,2.917,3.408,3.705,8.857,1.738,2.746,4.815,2.258,13.955,2.177,4.519,4.732,1.943,2.31,4.845,4.563,2.561,1.499,3.237,5.096,3,5.097,3.028,3.319,3.321,2,33.946,10.635,105.842,2.145
2.705,4.263,4.678,3.542,3.667,3.504,4.975,2.265,1.215,116.038,3.719,3.43,3.792,2.353,2.83,3.876,4.364,4.845,2.614,1.16,2.347,3,4.876,3.08,2.299,3.611,2,366.567,22.373,1622.689,0.536
2.932,1.646,4.624,3.187,7.438,2.107,1.797,4.481,3.018,87.829,3.479,3.201,4.754,3.161,2.441,4.448,3.476,4.777,1.23,1.556,4.962,3,3.317,3.327,2.277,3.667,2,193.761,18.777,3242.528,1.609
2.006,5.56,4.301,3.282,8.518,1.29,3.661,4.643,1.832,186.471,2.694,4.781,4.508,2.554,2.826,1.543,4.793,4.159,2.363,1.048,5.841,3,2.652,3.615,4.602,3.811,2,407.332,22.407,1462.789,2.145
4.129,4.872,4.863,2.666,7.265,2.519,3.519,4.729,1.353,17.939,3.215,4.355,3.55,3.22,2.54,5.42,3.292,2.81,3.128,1.565,4.052,3,4.97,3.48,2.474,3.281,2,46.544,11.993,193.641,0
3.147,2.611,4.378,3.453,4.873,1.011,3.293,2.888,1.863,244.548,1.267,4.38,3.643,2.046,2.332,5.619,3.487,2.261,3.132,1.045,5.807,3,1.043,3.491,2.681,3.622,2,1118.351,32.083,11529.677,1.34
2.768,2.814,4.231,3.181,5.99,2.343,4.596,1.379,4.167,215.585,1.008,4.267,1.636,2.654,2.62,5.374,3.662,3.884,2.157,1.472,4.624,3,5.789,3.372,4.892,3.754,2,724.494,26.681,3920.273,1.072
3.996,1.951,4.116,2.786,7.708,3.691,4.914,1.63,1.662,157.708,2.104,4.648,4.432,2.156,2.138,5.973,3.087,3.246,2.686,2.021,5.518,3,4.955,3.523,3.275,3.902,2,999.217,31.167,5026.678,1.072
2.777,2.046,4.342,3.589,5.056,2.149,3.174,1.16,3.774,73.451,3.456,4.566,3.773,2.351,2.806,4.266,1.869,2.095,1.274,1.65,5.222,3,4.647,3.061,2.706,3.701,2,213.007,19.29,3254.446,2.145
2.374,4.296,4.984,3.215,6.059,1.67,4.515,5.666,1.517,96.399,3.547,4.145,2.047,2.503,2.863,2.952,3.598,3.332,2.05,2.986,5.406,3,2.7,3.139,2.561,3.355,2,263.428,20.26,1359.236,2.145
2.504,4.31,3.689,2.453,9.462,3.112,1.66,5.802,1.283,12.439,2.189,4.409,3.761,2.305,2.53,5.397,3.623,2.228,1.996,2.452,3.312,3,4.436,3.791,4.642,3.64,2,39.204,11.2,99.95,1.609
3.724,3.955,3.281,3.151,3.281,2.067,3.507,5.131,3.043,138.682,3.09,4.431,4.656,1.745,2.903,3.216,4.402,4.267,1.14,1.417,5.28,3,4.139,3.552,2.029,3.876,2,501.106,24.537,3714.016,1.609
3.16,5.138,4.872,3.538,4.041,2.824,4.129,4.088,1.672,81.838,3.478,3.094,2.695,2.534,2.849,4.342,3.444,3.851,2.441,1.6,4.918,3,4.413,3.372,1.247,3.359,2,255.782,20.467,2184.139,0.536
2.71,4.379,3.242,4.866,8.574,1.763,4.215,1.464,4.407,148.04,2.394,3.309,4.591,2.329,2.634,4.435,2.28,2.271,3.607,2.132,4.823,3,2.947,3.163,1.082,3.817,2,456.547,24.054,4400.313,0.268
2.72,5.228,4.581,2.931,4.293,1.412,4.727,1.675,3.049,96.374,2.624,3.316,1.006,2.23,2.146,5.739,4.676,3.927,2.489,2.747,5.104,3,4.962,3.266,2.393,3.715,2,502.261,24.324,1702.509,1.072
3.554,1.899,4.152,2.835,9.163,1.41,3.817,1.922,2.25,144.971,3.028,4.653,4.95,1.514,2.431,3.147,2.028,3.792,2.327,1.097,5.749,3,5.525,3.782,2.033,3.807,2,532.138,26.312,7645.397,2.145
2.266,4.297,4.642,2.084,8.113,2.786,2.907,5.877,1.579,75.397,3.848,3.917,3.145,2.202,2.61,4.979,1.731,2.524,1.217,3.322,5.336,3,5.963,3.285,2.193,3.415,2,161.123,17.747,1197.105,1.609
2.488,3.298,4.87,3.6,9.977,3.082,3.006,1.743,2.174,21.104,1.486,3.815,2.495,3.546,2.111,5.969,2.327,2.401,1.344,3.417,2.664,3,4.84,3.718,4.439,3.775,2,61.218,12.827,305.5,1.877
3.374,1.809,4.415,2.971,8.968,2.997,3.164,2.655,1.241,362.385,3.707,4.143,4.125,3.755,2.953,5.325,4.959,4.332,2.242,2.507,5.214,3,3.852,3.699,1.593,3.843,2,850.061,28.958,9331.821,1.609
3.74,4.646,4.462,3.175,8.885,3.147,1.317,1.862,2.186,238.024,2.649,4.738,4.877,3.411,2.866,5.585,3.816,3.167,1.397,1.776,2.006,3,4.951,3.33,1.384,3.719,2,236.829,19.715,3735.534,2.145
2.54,5.314,4.769,2.746,8.421,1.283,4.775,2.8,2.702,317.866,2.636,4.046,4.23,2.776,2.98,3.146,3.096,4.176,2.938,2.309,4.191,3,1.404,3.346,3.07,3.53,2,1286.193,32.646,4971.733,2.145
2.577,3.517,4.032,2.114,5.643,1.06,3.087,3.789,1.035,101.669,3.465,4.223,4.02,1.794,2.153,5.315,2.392,3.588,1.673,2.481,5.471,3,1.798,3.463,1.135,3.423,2,654.691,28.26,5717.579,4.29
3.52,4.489,4.69,2.902,9.585,2.702,4.898,2.108,2.883,79.366,3.283,3.787,4.219,1.394,2.815,5.956,3.87,2.944,1.302,2.505,4.164,3,1.213,3.656,4.338,3.898,2,265.368,19.705,1276.059,1.609
2.683,4.75,4.696,3.159,8.161,1.695,3.822,2.474,1.828,226.009,1.383,3.947,4.499,1.637,2.451,4.824,3.036,2.529,2.2,2.494,4.481,3,2.466,3.741,3.163,3.623,2,776.087,28.011,4961.701,1.34
2.461,4.489,4.273,2.975,5.135,1.088,4.075,3.114,1.331,310.906,3.054,3.264,4.739,1.282,2.22,5.951,3.254,3.183,3.766,1.055,4.668,3,4.159,3.093,1.246,3.385,2,1468.91,35.925,5392.976,1.072
2.174,1.946,4.274,4.253,8.826,1.722,4.2,3.69,4.04,249.107,3.778,3.339,4.219,3.803,2.755,5.933,3.113,2.214,1.471,3.229,5.507,3,3.82,3.11,2.242,3.662,2,277.455,20.438,2510.285,2.145
2.235,2.086,4.871,2.72,9.271,1.88,2.608,2.408,2.101,16.953,1.778,4.803,3.743,2.11,2.167,5.114,4.715,2.865,1.455,1.021,3.132,3,2.315,3.413,2.796,3.491,2,67.113,13.42,511.755,3.217
3.756,1.66,4.269,4.939,7.138,3.704,4.677,3.332,2.851,130.02,1.769,4.631,1.481,1.903,2.996,5.585,4.724,4.57,2.201,4.57,4.81,3,1.438,3.223,4.351,3.222,2,635.495,24.817,2189.09,1.072
2.974,4.624,4.929,3.603,9.688,1.702,2.915,1.313,4.753,16.06,3.524,4.519,3.669,1.717,2.96,2.416,3.609,3.356,2.513,1.319,4.05,3,1.78,3.372,4.504,3.887,2,60.526,12.602,393.929,2.145
2.896,5.532,3.289,3.715,9.632,2.587,2.77,3.909,1.798,11.037,3.006,4.397,4.81,2.301,2.503,4.864,1.735,3.216,1.746,3.152,5.259,3,1.884,3.935,3.722,3.508,2,59.814,12.817,249.45,1.609
3.025,3.57,4.443,2.397,7.607,2.031,2.052,4.553,3.961,380.646,1.962,3.51,4.426,2.541,2.526,5.489,4.443,3.552,1.204,1.618,2.352,3,3.396,3.052,1.86,3.975,2,759.4,28.011,7570.083,2.413
3.22,2.999,4.725,2.798,7.379,2.107,4.488,2.927,1.177,183.624,1.321,4.338,3.774,2.617,2.933,1.093,2.739,3.043,1.669,1.778,2.911,3,1.778,3.495,3.241,3.099,2,562.609,26.145,6390.237,2.145
3.898,2.542,3.559,3.475,6.22,2.458,3.806,5.053,1.776,201.879,3.017,4.027,4.37,1.987,2.631,5.559,3.893,3.237,1.071,2.573,5.537,3,2.861,3.441,4.273,3.414,2,627.958,26.107,3045.547,1.609
2.054,4.643,4.62,3.418,6.364,3.552,4.488,1.222,1.957,39.007,3.352,4.92,4.214,2.447,2.9,2.327,2.322,4.48,1.272,2.61,2.946,3,2.187,3.54,3.295,3.602,2,137.545,16.814,1089.137,2.145
2.65,2.856,4.732,2.911,5.912,2.254,3.448,3.522,2.612,242.916,1.127,4.48,1.614,2.766,2.418,5.992,1.792,2.08,1.177,1.482,4.807,3,4.608,3.179,4.402,3.227,2,639.993,26.613,6707.669,2.145
2.366,5.513,4.633,4.823,8.35,2.58,2.389,2.455,4.396,66.685,3.282,4.141,2.958,1.095,2.933,4.087,4.434,3.216,2.314,3.287,4.63,3,2.335,3.147,2.55,3.854,2,213.938,18.427,1335.235,1.072
2.564,1.294,3.651,3.1,8.261,3.718,3.587,1.686,3.691,32.234,3.229,3.409,2.552,1.104,2.908,4.122,4.784,4.379,1.355,1.598,4.014,3,5.816,3.157,3.085,3.419,2,162.141,17.099,1591.123,1.072
2.525,1.698,3.985,4.174,8.833,1.43,3.016,5.387,2.46,117.53,3.863,4.028,4.404,3.728,2.435,4.561,4.102,2.037,1.869,3.454,5.879,3,4.481,3.239,1.643,3.282,2,198.372,18.406,809.974,2.145
2.672,1.482,4.976,2.709,4.464,1.663,4.878,4.766,2.583,186.748,3.63,3.214,3.64,1.2,2.255,3.615,3.192,2.056,2.431,1.862,5.171,3,4.298,3.113,4.225,3.595,2,799.755,28.161,2323.671,1.072
2.853,5.749,3.356,3.183,3.068,1.196,4.723,2.399,3.264,230.005,2.81,3.371,2.014,1.26,2.492,4.088,4.906,2.482,1.175,1.007,5.529,3,5.87,3.066,2.304,3.82,2,736.111,27.34,4551.974,1.072
2.795,3.354,4.199,4.187,6.863,2.55,2.872,3.616,3.268,195.162,3.643,4.426,3.188,3.691,2.653,5.545,3.693,3.559,2.712,1.359,4.943,3,4.681,3.201,3.632,3.478,2,362.967,22.199,2509.826,1.072
2.62,4.856,4.83,2.479,6.125,2.274,4.862,3.283,1.524,111.467,3.881,4.088,1.995,1.026,2.904,5.732,1.27,2.181,2.037,2.069,4.565,3,3.219,3.825,3.375,3.473,2,499.891,25.643,3093.349,1.072
2.388,5.495,3.935,3.915,7.699,1.427,3.734,2.029,2.176,36.561,2.434,3.168,1.958,3.459,2.042,5.702,4.632,2.589,2.695,2.054,5.563,3,2.198,3.844,3.444,3.551,2,183.283,17.869,675.145,0
4.916,2.539,4.553,4.075,9.757,2.387,4.57,1.806,2.853,206.106,3.648,3.546,3.05,2.786,2.868,5.859,2.902,3.342,2.299,1.239,3.559,3,4.338,3.138,4.203,3.262,2,512.239,24.584,3431.625,0.536
3.894,2.784,4.385,2.104,3.646,3.309,4.848,4.606,2.557,190.669,3.506,3.941,2.557,1.224,2.755,2.748,4.719,2.446,1.405,4.239,4.403,3,2.794,3.105,2.777,3.877,2,705.163,26.567,4347.433,1.609
3.873,1.212,4.812,3.159,6.724,3.683,3.885,4.52,2.239,308.412,2.36,3.926,3.48,1.042,2.294,4.048,4.463,3.512,2.91,1.455,5.139,3,5.774,3.194,1.531,3.834,2,989.156,31.065,11203.558,0.536
2.494,5.731,3.728,3.614,8.631,1.521,3.522,2.409,1.773,164.429,3.846,4.115,4.506,1.782,2.539,4.846,4.052,4.656,3.715,2.363,2.916,3,5.118,3.928,2.811,3.593,2,284.764,20.801,1214.34,0.536
4.25,2.371,4.266,3.928,9.248,3.018,4.677,1.847,4.091,79.825,2.876,4.791,3.641,1.476,2.915,4.729,2.728,3.033,1.227,3.779,2.697,3,3.172,3.255,1.871,3.612,2,242.81,19.472,2287.571,2.145
3.162,4.191,4.708,3.55,4.758,3.415,4.322,1.437,4.391,39.121,1.931,4.641,1.958,3.283,2.831,5.497,2.526,2.565,2.196,1.297,3.476,3,1.859,3.93,3.82,3.72,2,263.795,20.33,1500.349,1.072
4.26,1.388,4.642,3.388,7.699,1.136,4.53,2.354,4.274,16.624,1.799,4.179,2.134,1.105,2.211,2.663,1.231,3.049,1.527,1.087,2.71,3,1.703,3.887,3.777,3.98,2,140.024,16.974,1652.67,3.217
4.235,2.618,4.659,2.523,8.62,3.535,4.976,2.902,4.87,170.498,2.357,3.53,2.397,2.894,2.914,4.304,2.775,2.179,1.816,1.288,3.544,3,2.133,3.435,4.784,3.928,2,942.461,29.472,5189.83,1.609
2.707,2.843,4.266,3.805,9.717,1.362,4.278,5.149,3.032,86.884,1.094,3.398,3.569,1.969,2.413,2.168,3.669,2.852,1.048,1.876,4.165,3,3.401,3.331,4.039,3.077,2,276.944,20.365,1300.458,2.413
3.528,2.308,4.401,3.643,7.565,2.313,4.065,3.754,2.835,236.629,3.589,4.627,4.275,1.441,2.913,3.777,4.448,4.74,2.375,2.95,2.401,3,1.694,3.726,3.088,3.948,2,620.542,25.594,3736.115,1.072
2.069,3.166,4.92,3.666,7.715,2.275,4.564,2.195,2.916,228.595,2.788,3.073,4.517,2.484,2.629,4.486,3.763,3.609,2.543,2.526,3.093,3,1.152,3.484,1.916,3.531,2,488.227,24.992,4705.363,1.072
3.197,2.94,4.529,3.781,7.761,2.609,4.476,2.266,4.578,298.464,2.987,3.344,1.479,2.917,2.798,3.976,4.11,2.269,1.566,3.015,5.841,3,5.623,3.147,2.357,3.957,2,676.55,25.764,6958.056,1.609
