$Data,$aa,$acap,$aexp,$b,$cplx,$docu,$etat,$flex,$kloc,$ltex,$pcap,$pcon,$plex,$pmat,$pr,$prec,$pvol,$rely,$resl,$ruse,$sced,$site,$stor,$team,$time,$tool,<effort,<months,<defects,<risks
2.304,5.829,3.932,2.841,4.099,1.965,1.486,2.516,1.083,70.43,1.011,4.254,4.751,1.641,2.26,5.499,3.231,4.795,2.133,2.729,2.829,3,2.338,3.892,2.956,3.585,2,226.732,19.806,1974.966,1.072
2.289,5.656,3.612,2.322,3.047,3.78,3.875,4.635,3.301,141.518,3.733,3.784,4.081,1.375,2.907,5.516,4.492,4.427,1.563,3.313,3.639,3,1.217,3.806,4.422,3.948,2,729.511,26.4,1806.321,1.072
2.504,4.31,3.689,2.453,9.462,3.112,1.66,5.802,1.283,12.439,2.189,4.409,3.761,2.305,2.53,5.397,3.623,2.228,1.996,2.452,3.312,3,4.436,3.791,4.642,3.64,2,39.204,11.2,99.95,1.609
2.66,2.995,4.236,3.489,6.277,2.876,1.474,3.395,4.557,21.981,3.18,4.565,3.167,1.706,2.568,4.611,2.852,3.446,2.379,3.91,5.498,3,3.379,3.157,2.432,3.688,2,70.143,13.266,976.783,1.072
2.47,1.154,4.342,2.987,9.152,3.329,4.441,2.339,3.576,184.622,3.595,3.463,3.172,2.862,2.842,2.315,3.194,4.446,2.39,1.227,4.937,3,5.451,3.109,3.516,3.54,2,821.673,28.533,7266.949,0.536
2.85,3.712,4.321,4.576,3.644,2.774,4.005,2.31,1.033,151.403,1.028,3.035,2.08,1.589,2.753,5.218,1.748,2.84,3.406,1.274,3.608,3,1.835,3.38,1.1,3.321,2,1262.195,34.56,14536.912,0.804
3.756,2.472,4.899,3.787,9.205,3.075,3.145,5.328,4.432,82.202,3.587,3.197,2.115,1.005,2.425,2.706,2.511,4.671,3.412,1.304,5.644,3,3.453,3.006,4.978,3.906,2,575.438,25.518,3238.995,0
4.173,4.805,3.811,3.531,4.821,2.408,2.317,5.022,3.118,59.378,3.75,4.975,1.334,1.437,2.791,5.973,1.995,2.165,3.017,2.946,4.55,3,1.42,3.472,3.812,3.26,2,318.184,21.207,1757.48,0
3.289,5.896,3.887,2.3,5.013,2.68,4.762,5.996,4.032,376.483,1.105,4.868,4.348,1.891,2.921,4.887,3.798,2.04,3.794,1.369,2.208,3,1.463,3.603,3.182,3.322,2,1536.154,34.36,1903.206,0
2.077,5.232,4.256,2.177,4.008,2.192,2.773,1.472,2.638,191.518,2.289,3.48,2.411,1.479,2.076,5.883,2.482,2.504,2.448,4.718,5.946,3,4.594,3.711,3.543,3.205,2,1042.699,30.495,4789.369,0.536
3.149,2.741,3.941,3.941,4.25,3.17,4.247,3.656,4.738,236.642,3.93,3.831,3.185,2.556,2.746,4.572,3.709,2.113,1.294,3.764,4.16,3,2.563,3.851,2.389,3.561,2,777.073,27.083,4801.005,1.072
2.455,3.393,4.407,2.049,6.131,2.484,3.041,2.106,4.931,64.271,1.769,3.416,4.216,1.495,2.511,2.774,3.93,2.692,2.423,4.177,4.683,3,1.57,3.557,4.366,3.249,2,359.588,21.052,1646.316,0.804
3.752,4.65,3.017,3.02,6.034,1.053,3.837,3.006,2.955,24.781,3.749,3.442,4.522,3.948,2.497,4.328,3.951,3.535,2.599,1.867,5.672,3,4.24,3.031,4.966,3.25,2,67.829,13.106,165.308,0
2.57,1.474,4.372,2.795,8.649,3.45,3.201,3.855,1.159,173.991,1.526,3.268,3.102,3.795,2.927,5.876,3.952,3.555,2.613,1.897,5.432,3,1.201,3.681,2.914,3.728,2,1016.182,30.393,8581.661,1.072
2.411,2.083,3.353,3.024,9.464,2.635,4.937,1.31,4.545,57.466,3.238,3.092,1.318,2.33,2.346,5.963,4.772,3.998,2.217,1.761,2.24,3,2.029,3.385,3.995,3.969,2,303.786,20.619,1580.046,0
3.888,3.924,3.273,3.166,3.834,2.637,3.52,4.861,3.062,299.444,3.403,3.706,3.29,3.079,2.781,4.934,4.688,3.977,1.435,4.16,2.048,3,5.913,3.967,4.061,3.754,2,432.4,22.447,1274.758,1.072
2.576,3.324,3.927,3.065,6.8,3.684,1.086,2.543,1.796,222.193,2.065,3.156,3.791,3.117,2.371,5.509,1.437,2.064,1.523,2.967,4.306,3,4.125,3.024,3.844,3.224,2,511.58,25.044,8682.219,1.072
2.833,4.481,4.455,3.922,5.202,1.683,2.652,5.286,4.672,24.408,3.324,4.287,3.447,2.494,2.817,3.085,2.715,3.61,2.753,1.011,5.093,3,4.233,3.243,2.558,3.044,2,79.949,13.983,444.237,2.145
3.561,2.996,3.768,4.135,3.963,2.412,2.832,2.083,3.613,87.198,3.139,4.809,2.299,3.851,2.881,4.122,3.643,4.395,1.256,3.673,5.062,3,4.189,3.497,4.411,3.277,2,174.778,17.211,1661.61,1.609
2.683,3.435,4.819,2.324,6.444,2.052,1.327,3.88,4.181,208.613,1.687,3.825,3.075,2.663,2.178,4.719,4.122,3.564,3.741,1.036,5.17,3,3.829,3.111,3.371,3.877,2,550.45,25.2,6783.471,0.268
2.232,2.456,3.89,3.023,5.722,3.46,3.726,1.299,2.656,316.757,2.641,4.133,1.418,2.378,2.593,4.17,3.713,4.734,1.406,2.788,2.288,3,2.737,3.194,1.107,3.627,2,1424.882,34.601,25916.003,1.877
4.26,1.388,4.642,3.388,7.699,1.136,4.53,2.354,4.274,16.624,1.799,4.179,2.134,1.105,2.211,2.663,1.231,3.049,1.527,1.087,2.71,3,1.703,3.887,3.777,3.98,2,140.024,16.974,1652.67,3.217
2.525,4.774,3.476,2.31,3.921,1.199,2.226,3.071,4.715,244.622,2.781,4.304,1.721,3.404,2.557,3.716,4.776,3.545,1.522,2.368,2.073,3,5.988,3.696,4.303,3.692,2,255.294,19.054,1795.817,2.145
2.155,1.532,3.985,2.62,9.681,1.874,1.23,4.992,2.064,275.741,3.439,4.635,1.829,3.06,2.811,4.457,1.701,2.458,2.168,1.698,5.449,3,3.904,3.233,4.594,3.721,2,405.684,23.151,8855.611,1.072
2.344,4.991,4.009,2.727,4.735,1.698,4.104,1.135,2.868,77.153,1.926,3.796,1.181,2.858,2.538,2.687,4.551,3.31,2.017,2.232,5.935,3,4.769,3.7,4.187,3.346,2,238.051,19.412,1824.886,1.34
3.475,1.734,3.217,4.189,8.759,3.486,4.73,2.45,1.016,260.545,1.013,4.336,4.745,1.292,2.647,2.34,1.209,2.516,1.792,1.319,5.753,3,2.767,3.113,3.976,3.442,2,1215.956,33.507,16577.537,1.609
3.614,1.042,4.564,2.674,8.161,3.481,2.544,1.606,1.723,27.855,2.778,3.556,2.482,3.858,2.471,4.333,3.51,2.171,1.91,3.304,3.329,3,1.081,3.742,1.894,3.716,2,147.717,17.077,2117.063,2.681
2.784,4.341,3.575,4.117,9.832,3.553,3.414,3.693,4.221,199.602,1.769,4.545,3.433,2.353,2.822,2.715,2.711,2.254,3.356,1.713,4.935,3,3.041,3.174,4.346,3.679,2,674.443,26.431,4733.927,0
3.849,1.975,4.188,2.208,5.484,3.987,1.689,2.859,1.63,129.864,1.897,4.336,4.422,3.144,2.872,5.826,4.526,4.267,3.469,2.442,5.126,3,2.431,3.188,2.974,3.446,2,901.021,28.773,4890.855,0
2.067,3.559,4.004,3.954,6.658,2.431,3.706,1.344,1.405,237.544,1.925,3.899,1.403,1.755,2.687,1.73,1.572,2.246,2.698,3.329,5.036,3,4.743,3.267,3.691,3.703,2,1003.089,30.534,10373.996,0.804
3.471,1.945,4.74,3.066,5.429,1.134,3.108,3.006,3.349,18.561,1.756,3.784,3.584,3.774,2.654,4.921,2.069,2.072,1.134,2.718,4.195,3,5.25,3.777,1.157,3.123,2,34.675,11.102,461.791,2.413
3.809,1.841,3.085,2.509,5.926,2.261,3.795,3.009,1.679,305.262,3.697,3.002,4.439,2.551,2.914,5.23,2.304,3.31,3.52,3.952,3.676,3,5.359,3.279,3.854,3.355,2,1140.437,31.098,3800.356,0
2.109,5.402,3.829,3.97,5.232,2.809,4.012,1.62,3.607,214.285,2.429,3.64,1.001,2.669,2.235,5.134,4.773,3.745,2.101,4.021,5.924,3,1.065,3.426,3.455,3.429,2,1699.652,34.034,5648.261,0
2.727,3.12,3.441,4.981,9.659,2.839,4.896,1.666,4.527,279.602,1.896,4.949,1.05,2.988,2.029,5.251,3.467,3.933,1.068,2.446,5.43,3,3.842,3.55,2.8,3.862,2,536.83,24.641,11936.882,1.609
2.377,4.055,3.481,4.544,7.802,3.005,2.585,4.727,2.89,349.03,1,4.777,4.228,2.744,2.833,3.751,4.123,4.361,3.227,1.403,3.853,3,2.316,3.056,2.571,3.465,2,1233.656,32.073,6779.155,0
2.451,1.044,3.991,4.728,9.649,1.401,4.916,1.892,1.846,60.51,2.149,3.235,2.38,3.851,2.336,1.696,4.474,3.19,1.831,2.316,5.35,3,2.676,3.043,4.291,3.917,2,198.215,18.483,1196.975,1.072
3.342,3.576,3.514,3.58,5.403,2.102,3.928,2.898,4.9,228.929,2.244,3.563,4.454,1.705,2.982,4.865,1.605,3.982,2.257,1.848,5.611,3,4.493,3.878,3.196,3.319,2,970.269,29.222,8691.812,0
2.226,5.407,4.582,2.698,5.678,3.404,4.971,1.714,4.538,96.139,2.673,4.307,1.282,1.699,2.108,5.204,3.335,3.782,1.919,4.832,5.604,3,5.455,3.533,4.793,3.098,2,452.361,22.69,1285.217,2.145
2.457,5.833,3.491,3.064,9.132,2.636,2.764,2.954,2.553,227.816,2.705,3.929,4.706,2.852,2.151,4.554,3.474,3.613,3.963,3.416,4.595,3,2.14,3.376,3.811,3.866,2,642.317,26.086,3119.471,0
4.809,3.141,4.059,2.508,7.528,3.405,4.009,2.913,4.538,214.822,3.555,4.325,1.917,2.439,2.633,5.986,1.245,2.648,2.082,3.198,2.758,3,3.081,3.909,4.004,3.074,2,1053.765,30.156,7073.349,1.072
2.59,5.968,3.813,2.786,6.755,3.703,1.106,1.454,4.385,213.015,1.477,3.61,4.563,2.394,2.877,1.733,2.789,3.87,3.46,4.393,5.691,3,4.913,3.624,4.326,3.066,2,552.399,24.175,4568.239,0.268
4.113,5.027,4.063,2.27,4.922,2.527,1.773,5.028,3.248,147.554,3.142,4.944,3.782,1.256,2.703,2.315,2.764,3.258,2.512,3.813,3.687,3,3.296,3.468,4.909,3.434,2,574.029,24.663,1990.951,1.072
2.672,1.482,4.976,2.709,4.464,1.663,4.878,4.766,2.583,186.748,3.63,3.214,3.64,1.2,2.255,3.615,3.192,2.056,2.431,1.862,5.171,3,4.298,3.113,4.225,3.595,2,799.755,28.161,2323.671,1.072
3.724,3.955,3.281,3.151,3.281,2.067,3.507,5.131,3.043,138.682,3.09,4.431,4.656,1.745,2.903,3.216,4.402,4.267,1.14,1.417,5.28,3,4.139,3.552,2.029,3.876,2,501.106,24.537,3714.016,1.609
3.058,2.339,3.923,3.064,8.999,3.767,1.72,3.772,4.576,142.079,1.13,4.754,1.511,1.897,2.444,5.935,3.344,2.178,1.272,2.44,2.528,3,1.833,3.398,4.293,3.052,2,420.777,22.489,6526.657,1.609
2.638,4.503,4.288,3.142,7.729,2.639,4.177,2.454,4.711,158.053,2.31,4.637,2.091,3.916,2.882,3.939,1.768,2.524,1.138,2.083,4.402,3,2.988,3.609,1.007,3.55,2,528.49,24.983,8535.839,2.413
3.983,4.26,3.981,3.503,4.244,3.717,2.431,1.294,1.731,133.738,2.404,3.584,1.88,1.71,2.794,2.54,2.864,3.827,2.414,3.097,3.943,3,1.524,3.562,4.52,3.73,2,887.8,28.971,11268.06,0
2.556,2.352,3.098,2.764,6.482,3.83,4.161,2.019,2.387,346.688,3.874,3.98,3.057,2.939,2.935,5.842,2.881,2.509,2.02,1.895,4.734,3,4.271,3.547,4.662,3.979,2,1077.195,31.023,8633.71,0
2.435,5.709,3.434,3.628,8.718,2.57,4.315,5.787,2.861,155.047,3.309,4.565,3.581,1.655,2.548,4.048,2.735,3.384,1.559,3.215,2.361,3,3.241,3.445,3.802,3.247,2,317.732,21.195,974.129,1.609
2.355,4.487,3.025,4.465,9.611,2.978,3.248,3.211,1.077,41.511,2.931,4.957,1.15,3.857,2.703,4.708,4.035,2.114,1.045,4.77,2.071,3,1.816,3.74,4.616,3.098,2,92.802,14.36,239.011,1.609
3.38,1.557,4.226,2.823,5.354,2.029,1.539,2.752,2.755,42.803,2.906,3.697,2.344,2.54,2.276,5.253,4.186,4.971,1.221,3.068,5.066,3,2.886,3.31,4.385,3.519,2,225.625,18.623,1976.489,1.609
2.378,3.272,3.974,2.034,8.112,1.957,3.759,1.334,3.974,150.52,1.258,3.271,3.178,3.942,2.113,4.128,4.567,2.06,1.486,2.648,4.238,3,2.087,3.172,4.428,3.284,2,493.142,23.308,3111.927,1.34
3.337,2.389,3.623,4.524,9.288,1.651,1.869,5.845,3.967,226.147,1.91,4.211,2.264,1.018,2.414,4.226,1.638,2.527,2.484,1.908,5.495,3,3.64,3.259,4.578,3.27,2,674.972,26.738,6488.453,1.072
2.564,4.58,4.16,2.48,4.056,2.105,2.964,3.581,1.142,368.583,1.901,4.428,1.878,1.323,2.696,5.58,1.298,2.099,3.093,1.472,4.867,3,1.193,3.442,4.195,3.029,2,3482.586,46.93,22056.687,0
2.951,1.91,3.989,4.036,8.336,3.79,2.934,2.721,3.068,144.674,3.226,4.474,2.594,2.345,2.569,5.452,2.142,2.291,1.59,3.821,5,3,3.237,3.761,2.414,3.822,2,341.472,21.919,7505.946,1.609
3.395,3.402,4.684,2.476,7.148,3.069,3.394,1.423,1.023,172.603,1.263,4.017,1.856,2.542,2.201,5.031,3.571,4.926,2.242,2.802,3.43,3,1.015,3.88,4.769,3.58,2,1356.226,33.272,9388.12,1.072
2.189,1.862,3.866,2.722,7.608,2.961,1.959,2.473,3.837,356.949,2.974,3.207,4.185,1.063,2.848,4.016,1.144,3.688,3.777,1.565,4.3,3,3.017,3.012,2.368,3.231,2,1221.454,32.814,35996.024,0
3.229,5.848,4.835,2.846,9.76,3.638,4.04,5.596,3.344,59.696,2.246,4.596,2.306,2.533,2.807,3.034,2.216,3.07,2.535,1.235,4.927,3,1.57,3.024,2.667,3.264,2,405.933,23.717,2154.71,1.34
2.145,4.087,4.221,4.131,4.459,2.803,4.587,1.659,3.78,230.961,1.352,4.626,2.4,2.626,2.686,2.239,4.861,4.675,1.691,1.787,4.206,3,1.732,3.62,1.757,3.142,2,783.223,28.328,9930.24,2.681
2.334,3.212,4.432,3.526,4.437,2.564,1.977,5.07,1.502,325.623,3.843,3.657,3.104,3.343,2.838,3.825,3.577,4.888,1.732,1.607,5.166,3,3.667,3.59,3.873,3.188,2,584.749,25.891,7403.288,1.609
2.465,3.022,4.469,2.266,3.743,3.686,2.983,2.294,2.977,288.84,2.482,4.982,3.303,2.113,2.564,5.793,2.099,4.164,1.117,1.022,5.44,3,4.906,3.222,1.41,3.284,2,1010.081,31.642,25996.742,2.681
2.266,2.736,4.089,2.801,3.249,1.615,3.991,1.331,3.122,305.364,2.375,3.931,3.231,1.479,2.96,4.721,1.261,3.928,2.201,1.702,3.242,3,2.429,3.658,2.27,3.061,2,1149.926,32.368,23839.441,1.072
2.145,1.649,4.685,2.745,5.459,2.304,3.734,2.932,4.954,270.999,2.734,3.144,4.796,3.797,2.911,3.301,4.484,3.892,2.417,2.639,5.748,3,1.151,3.228,4.331,3.078,2,724.504,26.109,4147.055,0.536
3.198,1.736,4.788,2.221,8.396,3.871,3.563,1.844,2.353,287.415,1.369,3.662,3.471,2.376,2.241,3.559,3.712,3.297,2.418,3.966,2.243,3,1.084,3.414,4.525,3.809,2,1260.952,31.913,8303.765,0.804
2.282,5.319,4.467,2.94,4.62,1.428,4.124,4.683,2.372,52.102,1.903,4.084,4.653,3.664,2.504,3.895,4.771,3.35,2.038,2.39,5.304,3,4.182,3.524,4.21,3.553,2,127.455,16.094,215.939,2.145
3.709,4.848,4.711,2.147,5.31,3.853,2.824,2.19,4.536,21.857,2.535,4.915,2.42,3.858,2.632,5.102,4.112,4.3,1.098,2.137,2.879,3,1.45,3.762,4.416,3.487,2,98.827,14.567,598.35,2.145
3.452,3.221,4.116,3.672,4.452,2.45,4.553,3.339,4.852,67.678,3.622,4.182,1.16,2.582,2.482,5.607,4.373,2.041,1.991,3.325,3.703,3,5.593,3.924,2.761,3.892,2,165.719,16.94,688.986,2.145
2.735,3.549,4.966,3.463,6.289,2.304,1.495,2.713,1.541,51.206,3.916,3.657,1.251,3.047,2.814,5.64,1.685,4.477,3.907,1.574,5.627,3,3.013,3.422,2.29,3.389,2,259.907,21.061,4220.54,0
2.3,5.139,4.986,4.044,8.973,3.852,2.117,2.354,3.146,24.928,3.86,4.604,1.439,3.871,2.783,5.168,1.484,3.856,3.945,4.176,5.001,3,4.145,3.231,4.391,3.569,2,93.548,14.459,427.321,0
2.266,4.297,4.642,2.084,8.113,2.786,2.907,5.877,1.579,75.397,3.848,3.917,3.145,2.202,2.61,4.979,1.731,2.524,1.217,3.322,5.336,3,5.963,3.285,2.193,3.415,2,161.123,17.747,1197.105,1.609
2.896,5.532,3.289,3.715,9.632,2.587,2.77,3.909,1.798,11.037,3.006,4.397,4.81,2.301,2.503,4.864,1.735,3.216,1.746,3.152,5.259,3,1.884,3.935,3.722,3.508,2,59.814,12.817,249.45,1.609
2.712,3.255,4.314,2.056,7.223,3.705,2.593,1.991,1.072,142.848,3.698,3.069,1.314,1.59,2.79,2.832,3.037,3.45,3.066,1.236,4.614,3,2.729,3.265,3.436,3.279,2,882.181,30.722,17051.358,0
2.675,5.179,4.116,3.224,9.066,2.951,2.425,3.14,1.378,42.023,2.372,3.816,3.189,3.503,2.304,5.696,3.461,3.705,2.863,3.081,3.723,3,1.078,3.334,2.639,3.577,2,221.907,19.327,1229.437,0.804
3.208,3.939,4.306,3.054,5.863,2.877,3.705,5.975,4.585,35.7,2.816,4.142,3.912,1.322,2.762,4.983,4.716,2.042,3.741,1.838,4.727,3,1.053,3.284,2.103,3.987,2,193.54,17.897,466.511,0.268
2.311,1.356,4.431,2.976,8.606,3.098,4.202,3.26,4.089,304.085,3.56,3.821,2.463,2.624,2.879,1.864,2.656,2.817,1.186,1.605,3.015,3,5.815,3.526,3.226,3.653,2,564.541,25.571,8736.033,1.609
4.578,2.785,4.243,3.357,6.688,3.667,2.277,3.861,1.898,150.254,3.09,3.834,4.106,3.52,2.751,5.498,3.591,3.197,3.385,2.247,5.77,3,2.659,3.714,1.453,3.453,2,643.131,27.353,6283.439,0.268
3.056,5.195,3.858,4.51,3.714,3.563,4.587,1.769,1.659,99.003,1.64,3.648,3.725,3.92,2.884,5.554,4.071,4.77,3.523,3.076,3.197,3,4.326,3.065,4.617,3.325,2,312.269,20.838,521.861,0.268
4.433,1.55,4.754,3.256,8.174,2.465,3.356,5.347,4.819,38.485,3.956,3.075,1.205,3.322,2.895,3.074,3.908,3.963,2.818,2.165,5.282,3,5.747,3.025,4.902,3.607,2,102.137,14.572,479.635,0.536
3.082,1.784,4.807,2.526,9.059,3.054,2.978,2.678,3.572,323.476,2.7,4.821,2.634,2.604,2.152,1.719,4.772,3.576,2.808,1.338,5.348,3,4.335,3.444,3.086,3.857,2,779.017,27.793,15183.764,1.072
2.152,5.672,3.924,4.634,9.664,2.745,4.41,1.484,2.617,77.25,2.186,4.079,1.005,2.023,2.292,4.882,2.254,4.367,3.812,3.45,3.483,3,4.566,3.113,3.912,3.127,2,302.545,20.844,1228.754,0
3.258,2.373,4.783,2.657,9.524,3.513,4.535,5.624,4.494,297.238,2.894,3.26,4.677,1.547,2.1,5.06,4.911,4.42,2.705,2.819,2.022,3,2.696,3.923,3.855,3.574,2,762.25,26.65,1964.764,0.536
3.833,1.371,4.475,2.568,6.596,3.906,3.717,4.024,1.175,126.21,3.438,3.624,4.379,3.141,2.89,5.261,2.096,3.367,1.156,3.172,2.854,3,4.254,3.064,2.219,3.448,2,311.405,21.795,3067.965,1.609
2.281,5.191,4.097,2.536,5.765,3.471,2.259,3.182,1.767,45.028,1.204,3.616,3.974,2.167,2.842,5.352,2.371,4.016,1.86,3.475,3.596,3,2.029,3.448,4.879,3.339,2,237.94,19.551,1070.834,1.877
2.746,3.708,3.447,3.059,5.446,3.664,1.116,3.903,2.547,114.374,3.382,3.525,2.938,2.894,2.914,4.78,4.61,2.141,1.396,2.763,2.777,3,5.307,3.735,1.508,3.524,2,176.579,17.812,2372.629,1.072
3.294,2.731,4.718,2.209,6.152,2.795,1.147,3.496,3.592,29.647,1.858,4.574,2.386,3.92,2.668,5.313,3.667,2.025,1.368,3.448,5.816,3,1.224,3.43,2.99,3.811,2,109.154,15.079,1411.815,2.413
3.319,3.822,3.721,2.258,6.257,2.757,3.353,3.237,1.085,263.107,1.251,4.698,3.376,3.392,2.318,5.189,4.645,2.781,1.254,4.154,3.047,3,4.692,3.591,4.14,3.312,2,419.749,22.557,2072.859,1.609
3.377,4.663,4.239,2.98,6.447,3.967,1.216,5.811,4.581,166.572,2.594,4.461,3.07,1.493,2.98,4.467,2.413,2.528,2.709,2.746,5.197,3,1.622,3.401,2.959,3.476,2,1062.295,30.595,7008.462,1.34
3.071,3.031,3.599,3.64,8.862,3.811,1.566,4.533,3.634,30.464,3.28,4.283,3.775,3.275,2.726,5.63,3.762,3.672,1.236,3.13,3.43,3,5.351,3.399,3.101,3.233,2,81.853,13.901,403.373,1.609
3.568,2.032,4.949,2.473,8.621,3.476,1.934,2.499,1.771,46.849,2.533,4.597,4.083,1.178,2.472,1.534,2.11,4.591,2.128,3.855,3.74,3,5.242,3.068,2.885,3.62,2,141.633,16.776,2547.306,1.072
2.179,4.445,4.142,2.595,7.651,1.195,2.192,2.734,4.693,286.492,2.325,3.18,3.019,2.78,2.722,5.367,1.417,4.927,3.677,3.737,4.53,3,1.198,3.528,4.894,3.31,2,1766.922,34.652,8120.674,0.536
2.018,3.509,4.908,2.455,6.04,1.264,1.63,5.961,1.844,274.205,1.225,3.851,2.606,3.204,2.319,4.995,3.175,2.655,1.393,1.878,4.687,3,2.047,3.184,4.064,3.229,2,784.748,28.781,4924.148,2.413
3.996,1.951,4.116,2.786,7.708,3.691,4.914,1.63,1.662,157.708,2.104,4.648,4.432,2.156,2.138,5.973,3.087,3.246,2.686,2.021,5.518,3,4.955,3.523,3.275,3.902,2,999.217,31.167,5026.678,1.072
3.29,2.548,4.95,4.426,9.908,3.199,4.703,4.821,1.016,93.475,2.687,4.581,1.626,1.823,2.796,4.334,1.146,2.665,2.507,1.045,3.668,3,3.93,3.923,3.05,3.404,2,539.415,26.815,2770.383,1.072
2.024,4.704,4.786,2.342,8.02,2.686,4.175,4.054,3.243,309.45,2.569,4.671,4.53,1.788,2.257,5.568,2.412,3.358,3.681,1.904,5.171,3,5.538,3.494,1.98,3.06,2,897.88,30.615,4378.269,0.536
2.789,3.395,3.57,3.673,5.108,3.363,1.242,2.481,4.46,314.247,2.617,4.311,2.275,1.793,2.627,5.748,1.807,3.278,1.745,4.53,2.784,3,3.603,3.142,1.508,3.6,2,608.392,25.407,16536.429,1.609
3.407,1.691,4.936,4.062,5.962,3.774,2.354,4.932,3.718,127.421,1.558,4.74,2.061,2.541,2.963,5.88,4.928,3.752,3.929,2.878,3.965,3,4.239,3.129,1.606,3.84,2,525.213,24.499,2277.129,0
