$Data,$aa,$acap,$aexp,$b,$cplx,$docu,$etat,$flex,$kloc,$ltex,$pcap,$pcon,$plex,$pmat,$pr,$prec,$pvol,$rely,$resl,$ruse,$sced,$site,$stor,$team,$time,$tool,<effort,<months,<defects,<risks
3.494,3.219,3.967,3.625,5.802,1.144,4.633,1.646,1.963,304.902,1.543,4.734,4.134,1.956,2.82,2.101,1.766,4.666,1.29,1.562,4.847,3,5.866,3.486,4.461,3.386,2,1010.517,31.147,6732.128,2.145
3.644,3.741,4.325,4.524,7.383,1.857,4.531,1.234,1.086,370.613,2.847,3.327,3.936,1.435,2.737,2.477,1.601,2.048,3.906,4.876,4.982,3,1.6,3.565,4.129,3.118,2,1185.675,31.003,5359.427,0.536
3.28,2.099,3.612,3.233,4.282,2.795,3.563,1.699,1.802,379.124,2.469,4.543,3.108,2.304,2.685,4.399,1.714,4.519,3.278,4.488,5.587,3,3.236,3.139,4.809,3.606,2,2068.084,37.333,12658.012,0
2.496,5.927,4.805,3.658,9.404,1.335,4.121,1.368,4.073,241.565,1.892,4.327,3.89,3.723,2.878,5.902,4.332,4.069,2.872,1.651,4.516,3,4.412,3.231,4.213,3.975,2,396.495,22.28,1321.903,2.145
4.485,1.391,3.201,4.714,5.798,3.998,4.535,1.038,1.18,390,2.418,4.968,4.509,1.982,2.059,4.754,2.142,3.751,1.96,3.002,4.93,3,5.018,3.857,4.562,3.348,2,1096.318,31.584,10032.261,1.609
3.244,5.934,3.382,4.025,5.81,3.287,4.694,1.951,1.743,299.326,2.477,4.024,2.417,3.056,2.041,2.584,1.994,3.416,2.533,2.992,2.268,3,5.814,3.166,4.912,3.077,2,1036.612,30.768,2155.75,0.536
4.242,4.561,3.465,4.768,4.758,1.86,4.979,1.556,1.151,271.667,2.114,4.313,4.945,2.486,2.734,5.905,1.838,4.639,1.095,4.389,5.933,3,4.386,3.348,3.693,3.538,2,849.758,29.237,3311.928,2.145
2.546,4.013,4.799,4.104,8.127,1.662,4.507,1.712,4.005,263.683,3.759,4.803,4.706,1.793,2.361,1.933,3.02,2.958,2.989,4.328,2.099,3,2.969,3.674,4.701,3.503,2,284.98,19.638,1073.233,2.145
3.205,3.648,4.117,4.127,8.073,1.003,4.815,2.207,2.538,54.541,1.946,4.744,3.402,3.411,2.454,2.652,1.286,2.552,2.088,2.142,2.411,3,5.436,3.558,3.762,3.625,2,96.852,15.108,515.323,2.145
3.988,3.318,3.973,4.8,4.062,2.812,4.934,1.653,3.296,314.945,3.167,4.153,2.013,3.412,2.328,1.733,1.398,2.619,3.157,2.811,2.112,3,1.659,3.074,3.858,3.305,2,1078.466,31.087,7595.417,0
2.26,4.084,4.5,4.422,7.824,2.736,1.811,2.844,1.464,384.599,3.179,4.805,2.021,3.963,2.453,1.132,3.225,2.592,1.53,3.362,2.254,3,1.806,3.01,3.772,3.502,2,693.472,27.314,7089.62,2.145
4.367,5.949,4.102,4.216,4.093,1.509,1.816,1.383,3.368,305.235,3.922,4.002,1.53,2.395,2.971,5.176,4.368,2.207,1.583,1.04,2.051,3,4.597,3.575,4.573,3.591,2,492.168,23.851,3413.87,3.217
3.344,2.941,4.589,4.28,5.618,1.836,4.161,1.92,3.865,319.408,2.938,4.656,4.998,2.172,2.887,5.87,1.323,2.336,2.351,2.675,4.447,3,5.063,3.973,3.106,3.416,2,849.246,29.191,3423.602,2.145
2.494,5.75,4.252,4.781,6.698,1.16,4.935,3.784,2.174,391.077,3.613,4.536,4.619,3.298,2.894,2.148,3.153,2.793,1.168,3.764,5.51,3,3.85,3.691,1.607,3.36,2,330.912,21.439,2434.889,3.217
4.089,2.222,4.792,2.572,3.352,1.813,1.204,1.008,3,378.861,2.586,4.967,3.378,3.816,2.944,5.501,4.631,2.986,1.988,4.518,2.115,3,1.482,3.027,4.15,3.849,2,642.705,25.266,3881.481,3.217
4.614,3.447,3.229,2.959,4.233,2.752,4.648,1.831,1.921,282.388,2.162,3.873,2.641,3.396,2.054,5.923,1.157,2.151,1.467,1.351,3.249,3,4.681,3.302,4.201,3.473,2,1228.11,33.993,8897.858,1.072
3.207,2.317,3.542,2.535,6.771,1.164,3.478,1.566,3.574,373.785,3.829,4.393,3.665,3.829,2.463,4.315,1.32,2.534,1.889,3.691,5.854,3,3.014,3.011,2.236,3.083,2,1019.119,30.516,14503.233,2.145
4.982,3.381,4.013,4.733,7.328,2.186,4.407,2.227,2.219,301.686,3.254,4.298,3.565,3.251,2.875,3.084,4.556,2.25,1.782,3.94,5.109,3,3.199,3.671,4.418,3.436,2,664.595,25.501,2407.629,2.145
4.038,1.101,3.929,4.901,6.891,1.989,4.583,1.204,4.94,275.762,3.698,4.676,2.276,3.764,2.954,1.621,2.071,2.632,1.87,2.558,4.733,3,2.935,3.901,3.018,3.647,2,542.818,25.154,11595.512,2.145
4.923,4.406,4.58,3.951,8.389,2.254,4.636,2.36,2.997,273.578,2.796,4.249,3.587,1.055,2.325,5.062,1.269,2.231,1.631,1.979,3.035,3,2.025,3.296,4.825,3.95,2,954.895,29.906,6256.043,2.145
2.669,5.214,4.781,3.003,7.277,2.283,4.859,2.323,2.016,347.904,1.145,4.677,1.959,3.399,2.537,5.165,3.66,3.987,1.773,3.247,4.428,3,1.819,3.571,4.373,3.843,2,1253.548,32.333,6056.273,2.145
2.268,5.654,3.251,3.08,3.689,2.304,1.573,1.704,3.164,388.218,3.779,4.788,4.666,1.856,2.022,1.31,3.522,2.841,2.271,3.525,5.954,3,3.739,3.246,4.19,3.794,2,639.389,25.637,8277.997,0.536
3.013,2.432,4.674,4.679,3.814,2.2,4.218,1.303,3.291,348.329,2.101,4.353,1.669,2.916,2.746,2.924,2.204,2.281,3.16,3.378,4.656,3,2.412,3.205,2.634,3.346,2,1750.477,35.961,13010.382,0
3.965,5.182,4.428,3.03,5.721,1.271,4.096,1.69,2.432,235.269,3.896,4.909,2.943,3.72,2.838,5.23,3.85,4.592,2.218,4.568,2.946,3,2.865,3.524,4.171,3.996,2,613.477,25.054,1448.945,2.145
3.495,4.001,3.096,4.743,8.313,1.119,2.998,1.384,3.245,57.424,3.884,4.456,2.222,3.332,2.455,3.729,2.531,3.688,1.935,4.401,4.989,3,1.139,3.088,4.86,3.885,2,184.388,17.564,1184.634,2.145
4.798,3.77,3.399,4.341,7.034,2.671,3.709,3.541,1.053,179.463,3.961,4.892,4.222,1.405,2.563,4.488,3.133,3.877,2.625,3.712,2.025,3,1.14,3.175,4.902,3.96,2,489.898,23.942,1665.414,0.536
2.817,4.285,3.853,4.78,5.668,1.179,3.334,3.405,1.504,262.996,2.444,4.133,2.784,3.033,2.848,4.269,2.424,4.488,3.135,4.158,2.228,3,3.451,3.497,4.239,3.989,2,633.517,25.857,2025.746,0.536
3.183,5.682,4.391,3.271,9.862,1.07,4.464,1.473,2.182,118.693,2.763,4.433,3.892,1.771,2.078,2.838,3.905,2.924,2.275,4.164,2.989,3,3.961,3.258,4.672,3.968,2,306.403,20.682,633.82,2.145
3.082,5.702,3.5,3.368,6.261,1.098,4.795,4.66,4.495,337.612,3.819,4.352,3.308,1.673,2.599,5.627,1.809,3.971,3.592,2.563,4.918,3,4.538,3.583,4.809,3.463,2,1195.069,31.093,2210.721,0.536
2.98,3.224,4.698,2.3,4.881,1.377,3.154,1.901,3.033,326.881,3.515,4.236,4.236,3.901,2.689,3.905,2.112,2.162,3.545,1.961,2.712,3,4.245,3.282,3.476,3.582,2,581.642,25.804,3908.571,1.072
2.415,5.45,4.727,3.952,3.481,1.14,4.622,1.44,2.085,319.227,3.482,4.297,3.865,2.992,2.173,5.945,3.621,2.552,2.316,1.485,5.267,3,3.912,3.88,4.59,3.107,2,672.345,27.201,1831.472,2.145
4.601,5.356,3.284,3.337,4.872,1.549,4.003,1.255,3.109,373.51,3.468,3.228,2.02,3.346,2.046,5.264,3.77,2.636,2.76,2.933,2.55,3,2.74,3.119,4.277,3.428,2,1098.777,30.561,5641.06,0
4.042,1.545,4.81,4.739,9.951,1.469,4.602,1.07,1.399,366.893,3.853,3.889,2.255,3.992,2.5,1.958,1.727,3.444,3.331,1.774,4.489,3,4.697,3.108,4.326,3.449,2,719.417,28.498,6520.22,0.536
4.499,5.851,3.049,4.667,3.082,3.257,4.537,4.327,2.34,254.919,2.104,4.579,3.642,3.266,2.787,4.823,2.093,2.404,2.094,4.618,5.819,3,5.767,3.535,3.841,3.494,2,441.852,23.016,1670.535,0.536
4.834,1.336,4.351,4.982,6.132,2.325,4.136,1.145,2.147,380.516,3.318,4.625,4.322,3.163,2.875,3.578,1.873,2.455,1.549,1.05,4.049,3,2.58,3.456,1.469,3.306,2,1105.787,33.129,19336.925,2.413
2.8,5.561,4.315,2.703,7.568,3.916,4.708,1.821,2.941,386.432,3.7,4.466,2.649,1.579,2.335,3.418,1.282,2.002,2.866,2.626,4.93,3,4.199,3.453,2.416,3.719,2,1638.68,36.325,15527.524,1.072
3.148,4.168,3.553,2.822,3.909,1.699,2.512,2.676,1.757,372.457,2.963,4.988,2.358,3.759,2.104,1.854,3.286,2.675,1.15,2.058,3.509,3,3.714,3.968,4.327,3.417,2,1048.269,30.578,10004.409,2.145
3.976,3.072,3.258,3.453,9.792,3.811,2.03,2.732,1.752,365.595,3.084,4.965,4.842,1.901,2.004,5.883,2.959,3.013,1.844,4.611,4.123,3,1.185,3.342,4.789,3.906,2,805.204,28.052,6838.522,1.609
3.758,1.596,3.504,3.144,4.871,1.343,3.865,2.612,1.928,295.927,2.831,4.592,4.343,2.519,2.15,3.149,3.407,2.16,3.351,4.816,5.492,3,3.83,3.904,4.867,3.478,2,915.62,28.253,2508.834,0.536
4.229,5.454,3.082,3.172,5.88,3.258,3.599,1.16,1.329,206.776,3.409,4.569,4.148,3.812,2.736,2.418,1.574,2.118,1.196,3.975,5.134,3,2.948,3.884,2.869,3.203,2,648.145,26.707,6752.932,1.609
3.059,4.197,4.504,4.451,6.606,1.637,2.552,2.349,3.944,329.971,3.428,4.98,2.502,3.095,2.614,2.676,2.809,4.426,3.977,2.444,4.672,3,1.838,3.078,4.912,3.932,2,1237.973,31.186,6745.821,1.072
2.989,5.682,4.568,4.607,4.857,2.51,3.705,1.949,3.611,358.399,2.277,4.008,1.013,1.834,2.902,4.095,1.72,3.484,2.83,1.307,3.428,3,5.533,3.052,4.5,3.234,2,859.119,28.91,6070.301,1.072
4.765,3.885,4.342,3.333,8.998,1.518,2.118,1.053,2.758,275.16,3.045,4.992,3.428,3.272,2.982,4.796,1.547,3.612,1.218,3.131,3.731,3,4.017,3.82,4.57,3.494,2,402.056,22.768,6548.391,3.217
3.1,2.327,3.279,4.514,9.415,2.297,4.8,3.579,2.558,309.485,2.755,4.709,3.277,1.472,2.106,1.132,2.201,3.963,1.384,3.696,2.63,3,3.783,3.069,3.997,3.298,2,610.767,25.686,5843.615,1.609
4.85,2.495,4.918,2.04,5.873,1.832,4.554,1.376,3.141,389.841,2.696,4.711,4.222,3.815,2.999,5.039,3.505,3.918,1.38,2.133,3.037,3,3.868,3.293,3.388,3.972,2,823.85,27.764,6555.549,3.217
2.949,5.451,4.336,2.974,4.655,2.504,4.699,1.324,3.719,221.803,2.1,4.919,1.466,2.471,2.675,1.017,1.1,4.165,3.47,2.039,2.526,3,1.052,3.204,3.113,3.919,2,1048.106,30.813,13796.975,0
3.558,2.734,3.572,4.407,6.731,2.245,4.708,2.674,1.171,336.469,1.952,4.261,3.892,1.683,2.337,4.271,1.049,2.498,1.552,2.944,4.395,3,5.23,3.981,2.228,3.615,2,1332.356,35.134,10505.634,1.609
3.173,3.949,3.619,4.42,7.064,2.285,3.093,1.716,4.453,325.394,3.344,4.98,3.852,1.114,2.047,2.902,2.451,4.13,2.157,4.641,2.57,3,2.131,3.249,4.022,3.81,2,757.943,26.851,6415.304,0.536
4.723,4.777,3.432,4.98,6.977,2.334,2.098,1.832,1.201,217.857,1.209,4.188,4.748,3.877,2.692,5.816,3.911,3.645,3.862,3.174,2.464,3,5.662,3.478,4.438,3.726,2,465.128,23.797,752.109,0
2.619,4.71,3.955,3.506,5.127,2.944,3.31,2.9,1.921,248.262,3.252,4.651,2.639,2.922,2.186,2.619,2.634,2.277,1.587,1.122,3.304,3,2.24,3.399,3.974,3.974,2,972.59,31.1,9147.397,1.609
3.103,1.896,4.209,4.989,3.339,1.571,4.722,1.351,2.846,340.777,3.896,4.381,2.075,2.322,2.844,1.12,1.04,4.489,2.053,3.935,5.109,3,4.44,3.251,4.123,3.385,2,659.359,26.697,8866.798,2.145
4.86,3.731,3.605,4.7,8.896,2.482,2.813,1.368,3.889,387.817,2.357,4.167,4.326,3.326,2.055,4.86,3.724,2.442,2.978,2.18,3.371,3,1.614,3.245,3.189,3.86,2,832.255,28.451,10334.067,0.536
3.414,2.086,4.988,2.843,7.222,2.595,4.302,1.034,2.731,342.224,2.326,4.699,2.845,3.035,2.501,5.91,1.241,2.283,2.874,3.057,4.012,3,4.175,3.603,3.629,3.224,2,782.846,28.597,8138.135,1.072
3.853,2.355,3.218,4.499,4.583,2.754,4.965,3.312,3.569,390.981,2.261,3.297,4.486,2.519,2.923,1.769,2.099,3.294,3.404,2.675,2.93,3,3.507,3.808,3.861,3.938,2,1574.474,34.797,7142.807,0
4.526,3.148,4.279,4.302,4.212,2.223,2.56,3.753,2.038,324.211,1.567,4.825,4.001,1.728,2.87,3.628,2.623,2.567,3.102,3.029,3.534,3,3.985,3.091,3.863,3.72,2,1157.731,31.68,5141.436,0
2.744,4.281,3.702,3.457,7.621,2.376,1.208,3.6,2.032,362.866,3.056,4.525,4.818,3.591,2.933,2.874,1.504,2.205,3.659,2.079,5.424,3,3.265,3.256,2.482,3.52,2,785.565,29.272,9436.385,0
2.616,2.219,4.47,2.627,7.624,2.366,4.612,1.321,2.129,390.758,3.953,4.458,3.759,2.435,2.232,2.763,1.827,2.867,2.743,1.947,4.769,3,5.676,3.553,2.884,3.818,2,801.094,29.373,12302.721,1.072
2.81,2.681,4.493,4.045,7.008,1.082,3.907,2.175,4.929,352.884,1.044,3.379,3.335,2.98,2.726,5.112,1.581,2.044,3.711,3.69,5.044,3,1.339,3.195,3.097,3.789,2,1229.058,31.693,9780.978,0.804
2.169,3.552,4.325,4.421,4.585,3.742,2.932,2.036,1.724,366.778,1.388,4.813,4.747,3.258,2.977,3.772,2.265,3.372,2.247,3.126,4.041,3,5.789,3.221,1.678,3.634,2,671.727,27.617,6626.573,1.072
2.213,2.806,3.155,4.531,9.047,1.803,3.234,3.236,4.566,338.468,2.444,4.578,4.109,3.919,2.53,2.61,1.698,3.426,1.791,1.672,5.793,3,5.395,3.922,3.539,3.525,2,369.476,22.284,7336.592,2.145
3.144,5.479,3.534,2.175,4.902,2.059,4.748,3.916,3.447,364.144,2.745,4.741,4.911,1.562,2.495,3.842,2.727,2.955,1.435,3.351,5.415,3,4.338,3.39,2.481,3.621,2,1254.512,31.829,6086.078,1.609
3.207,5.4,4.344,4.945,5.957,3.282,4.393,1.088,1.063,261.043,1.219,3.354,2.881,3.331,2.803,1.873,4.069,2.697,2.945,3.18,4.35,3,1.176,3.108,3.895,3.611,2,1326.78,32.884,4745.68,0.804
4.597,5.034,3.748,3.398,5.241,1.604,1.649,1.946,1.874,198.095,1.942,4.989,4.443,3.436,2.411,4.482,3.438,2.495,1.508,4.025,4.079,3,4.504,3.112,4.618,3.269,2,245.611,19.399,1529.627,2.145
4.491,5.285,4.434,3.435,3.533,3.237,4.719,2.207,4.599,269.629,3.631,4.951,3.171,1.82,2.718,4.386,3.459,2.069,1.996,4.295,5.144,3,4.507,3.234,4.951,3.084,2,557.788,23.835,1760.765,2.145
3.044,1.654,4.098,4.855,4.037,1.011,4.343,2.237,1.571,220.093,1.145,4.113,4.356,2.593,2.521,5.737,1.06,3.691,3.279,1.191,4.456,3,3.292,3.006,3.812,3.27,2,705.995,27.846,4728.401,1.072
3.012,3.542,3.592,2.322,3.545,2.351,2.221,2.971,4.886,366.115,3.913,4.64,2.89,1.656,2.624,4.186,2.125,3.003,1.431,4.197,2.836,3,4.782,3.149,3.9,3.898,2,677.33,25.75,7892.129,1.609
2.597,1.073,4.183,4.724,6.172,1.596,3.97,4.779,1.003,126.078,3.434,4.659,2.821,3.788,2.516,5.234,2.145,3.128,2.401,1.011,2.031,3,3.574,3.005,4.407,3.763,2,233.276,19.598,970.771,2.145
3.408,5.895,3.916,3.59,3.891,2.721,4.656,1.292,4.848,261.287,3.315,4.917,2.543,1.271,2.267,1.657,1.11,2.527,3.758,4.788,3.058,3,4.626,3.522,1.967,3.634,2,930.831,29.266,4882.322,0
2.079,3.977,4.995,4.156,4.914,2.525,4.517,1.119,3.161,291.526,1.566,4.134,4.308,3.827,2.803,2.253,3.727,2.177,2.037,1.427,3.197,3,4.023,3.39,1.322,3.918,2,691.502,27.797,4825.715,1.072
3.312,2.714,3.014,4.968,3.957,3.363,1.622,3.051,2.483,276.735,3.339,4.525,2.843,3.654,2.565,5.642,1.08,2.673,3.891,3.894,5.685,3,1.413,3.742,4.655,3.765,2,830.867,28.535,8911.83,0
2.832,4.611,4.424,4.391,3.456,2.943,3.972,1.206,1.316,156.603,1.369,4.515,2.998,3.05,2.848,2.393,1.54,2.536,2.155,2.293,5.305,3,4.532,3.689,3.798,3.609,2,516.432,25.426,4805.809,1.072
4.627,4.07,4.84,4.8,3.359,1.526,3.612,1.062,2.257,334.08,1.178,4.354,3.304,2.314,2.538,5.117,1.27,2.439,3.696,2.093,5.624,3,4.628,3.61,3.239,3.84,2,897.814,30.564,9752.347,1.072
2.236,5.485,3.211,4.676,3.756,3.955,3.088,2.51,2.555,221.348,1.545,4.626,4.847,1.317,2.331,2.928,1.901,2.089,1.492,2.02,4.706,3,3.398,3.736,2.848,3.859,2,671.915,27.728,8465.556,1.609
